Ruth Powell	4-(482)899-1307
Julia Hernandez	6-(886)171-0895
Maria Schmidt	3-(398)891-9042
Helen Miller	5-(496)465-5287
Catherine Mendoza	6-(982)597-4791
Janet Fernandez	8-(506)209-6242
Ashley Snyder	9-(682)138-6055
Louise Armstrong	8-(546)579-4419
Margaret Garrett	5-(632)826-5511
Tammy Ruiz	4-(098)257-4790
Rachel Duncan	3-(876)407-2075
Carol Smith	5-(130)675-9784
Margaret Mcdonald	4-(452)424-0282
Joan Young	9-(765)892-1061
Katherine Parker	4-(091)469-7315
Judith Henderson	1-(089)470-4626
Bonnie Coleman	8-(124)827-0874
Ashley Bennett	2-(172)941-6557
Rose Henderson	1-(466)768-1399
Beverly Gonzales	1-(894)628-9028
Heather Mcdonald	8-(214)843-8116
Catherine Foster	6-(798)972-0461
Tina Gomez	1-(151)280-0848
Alice Griffin	7-(241)338-7907
Julia Gardner	8-(817)542-1874
Debra Cunningham	0-(097)698-0213
Brenda Williams	4-(190)852-8859
Catherine Montgomery	0-(250)693-5841
Tammy Hicks	3-(048)602-4264
Sandra Patterson	3-(988)576-6823
Marilyn Stephens	2-(917)965-7987
Paula Austin	6-(642)767-9714
Annie Jordan	6-(366)289-3792
Theresa Washington	5-(048)095-4206
Rose Day	8-(566)256-7598
Karen Jackson	2-(139)216-4565
Frances Lopez	7-(688)783-1868
Lois Burton	3-(901)527-8595
Barbara Gray	6-(951)574-6611
Cheryl Elliott	9-(762)631-1734
Alice Turner	6-(301)588-3127
Lois Harris	6-(363)911-6694
Sara Webb	7-(981)458-3604
Ashley Thompson	5-(150)001-9696
Diana Mills	6-(649)087-0547
Lori Chapman	8-(355)886-5413
Donna Perkins	7-(921)223-6532
Julia Gonzalez	4-(630)116-7805
Judy Griffin	2-(739)925-8478
Ruby Freeman	4-(345)114-8444
Nicole Morris	8-(367)749-0639
Heather Crawford	5-(826)629-5170
Ashley Scott	1-(960)356-3124
Linda Fernandez	1-(060)799-5628
Deborah Daniels	4-(293)529-4327
Tammy Bowman	8-(628)541-4254
Jessica Lawson	8-(604)009-7099
Katherine Berry	2-(642)267-5448
Ruth Jenkins	7-(140)245-0937
Sara Greene	6-(169)342-3853
Ruby Chapman	7-(234)616-9302
Nancy Freeman	0-(215)854-8111
Theresa Dixon	7-(025)528-0905
Stephanie Ellis	9-(959)122-2285
Laura Edwards	5-(939)674-8619
Amanda Moreno	9-(102)576-1426
Robin Frazier	2-(521)631-4388
Lisa Green	9-(539)475-1448
Kimberly Burke	2-(920)852-3068
Ruth Spencer	7-(677)676-6614
Donna Fisher	3-(330)725-3674
Barbara Foster	6-(328)433-8445
Cynthia Hughes	1-(280)246-5884
Irene Morrison	6-(232)653-9530
Margaret Mills	9-(798)581-7408
Joan Burns	4-(788)169-2919
Doris Franklin	4-(143)981-8930
Virginia Phillips	7-(321)599-3843
Jessica Simmons	9-(299)895-6151
Jean Day	2-(386)137-0754
Sarah Morales	8-(117)297-0723
Jacqueline Cole	5-(356)502-5798
Rose Austin	6-(419)085-7288
Marie Franklin	0-(771)767-8674
Angela Dunn	1-(326)709-6269
Ruby Carr	3-(592)627-7957
Mary Medina	5-(994)785-0903
Annie Kennedy	7-(315)037-5299
Norma Lawson	6-(107)469-3095
Dorothy Alvarez	2-(289)693-9037
Cheryl Greene	1-(903)682-7379
Robin Daniels	3-(292)078-7890
Ashley Day	0-(812)539-1141
Joan Chapman	7-(274)979-3582
Joan Fisher	1-(255)030-1491
Laura Stephens	5-(733)285-6453
Dorothy Rogers	9-(677)385-7820
Lisa Wallace	9-(866)467-6990
Alice Greene	6-(542)180-8679
Bonnie Evans	5-(392)786-4452
Shirley Montgomery	0-(499)898-0835
Ashley Rice	6-(510)134-9285
Jennifer Weaver	9-(167)841-5403
Katherine Simpson	2-(629)494-3708
Karen Freeman	0-(241)360-1897
Joan Warren	7-(998)528-7248
Dorothy Matthews	8-(877)904-9791
Michelle Fernandez	8-(420)978-3908
Mildred Ellis	4-(500)497-5669
Jane Bryant	9-(743)804-3982
Katherine Daniels	5-(002)738-0384
Janet Day	6-(634)050-8249
Karen Williamson	7-(470)816-9219
Anna Ryan	6-(766)428-4516
Bonnie Baker	1-(075)849-8173
Michelle Rogers	7-(327)510-8977
Elizabeth Gardner	4-(416)570-0407
Barbara Romero	0-(124)416-1230
Linda Peters	3-(688)911-5164
Debra King	1-(393)722-2258
Tammy Butler	6-(807)694-0364
Kelly Allen	9-(967)720-0325
Anna Nichols	8-(717)451-6962
Wanda Campbell	6-(069)045-1732
Cheryl Ruiz	7-(327)307-6071
Irene Evans	8-(041)439-1322
Julia Burke	0-(837)938-8975
Amy Young	3-(490)022-5270
Patricia Nguyen	3-(998)965-1982
Cynthia Alexander	0-(008)219-1425
Lisa Austin	2-(709)720-2182
Helen Davis	2-(152)345-1476
Lois Carter	8-(149)480-4717
Denise Rogers	3-(984)572-3606
Norma Lawrence	7-(976)892-5116
Gloria Vasquez	0-(122)436-2467
Phyllis Ryan	3-(764)596-5273
Barbara Palmer	5-(922)829-9604
Gloria James	5-(774)678-1714
Katherine Hansen	1-(992)847-0176
Anne Carter	1-(246)488-8492
Cynthia Holmes	1-(944)522-9324
Jessica Barnes	6-(444)195-6120
Norma Simmons	3-(658)704-0732
Jean Sims	6-(207)450-2028
Diane Meyer	6-(063)338-1483
Tina Collins	3-(567)933-7432
Judy Kelly	6-(379)854-2764
Kimberly Meyer	7-(306)066-4827
Bonnie Bailey	6-(761)476-7062
Carolyn Cook	3-(368)212-4157
Kelly Ward	0-(802)834-6619
Julie Snyder	4-(346)186-5712
Christina Cox	7-(004)566-4265
Joan Taylor	5-(117)503-0958
Sharon Parker	9-(007)861-3980
Karen Cox	8-(753)469-4624
Pamela Jones	2-(789)189-5114
Kimberly Garcia	1-(649)239-2729
Tina Hamilton	9-(548)698-7552
Lisa Gonzales	3-(251)276-6850
Paula Boyd	4-(232)032-2532
Robin Sanders	5-(769)578-2076
Ruby Banks	6-(943)724-0029
Frances Banks	2-(688)897-3537
Alice Thomas	3-(535)708-0834
Susan Bishop	0-(443)284-0210
Emily Harvey	6-(364)905-0201
Irene Martinez	6-(378)883-4676
Helen Morgan	6-(613)312-1327
Kathryn James	7-(135)165-2698
Lillian Wallace	5-(565)637-4473
Andrea Reed	3-(526)054-3639
Julie Medina	6-(134)657-0373
Janice Gordon	8-(774)688-0354
Kathy Cox	2-(777)375-6278
Lillian Carpenter	0-(561)898-5388
Ann Peterson	4-(107)345-4400
Kathryn Armstrong	7-(299)668-4969
Maria Sims	6-(484)633-2590
Gloria Banks	5-(388)170-3268
Marilyn Little	8-(319)461-7549
Janet Matthews	1-(190)874-1913
Irene Wagner	7-(494)811-2209
Virginia Burns	7-(483)153-9180
Jane Hamilton	6-(418)310-3217
Brenda Murphy	4-(713)184-6797
Anne Johnson	1-(110)906-5202
Donna Armstrong	6-(896)212-9977
Wanda George	5-(224)087-0687
Marie Thomas	9-(322)867-8560
Jean Gordon	8-(899)283-2747
Christina Cox	8-(840)773-1263
Pamela Dunn	5-(595)049-5272
Lois Ramos	8-(598)521-9236
Marilyn Reed	0-(599)791-4044
Julie Stephens	2-(487)624-2869
Jacqueline Wood	0-(878)131-8442
Lillian Henry	6-(050)247-2444
Doris Coleman	3-(591)497-6522
Joyce Gonzalez	1-(360)850-6669
Sara Peterson	1-(606)239-3732
Louise Murphy	9-(137)908-5746
Joyce Jordan	3-(968)828-9491
Rebecca Cook	7-(070)282-6093
Michelle Daniels	9-(598)821-1970
Susan Roberts	1-(672)583-5868
Ruby Medina	8-(800)075-8449
Christine Peters	5-(784)389-1749
Barbara Henry	1-(999)523-8005
Andrea Bradley	0-(770)396-4481
Jennifer Martinez	8-(074)988-4855
Barbara Williamson	9-(688)821-0503
Jacqueline Warren	3-(707)502-1432
Anne Gonzalez	8-(049)412-8171
Tammy Perez	1-(041)486-0678
Evelyn Armstrong	9-(847)703-4037
Barbara Hunter	0-(816)738-1103
Louise Allen	1-(825)155-5133
Margaret Howell	7-(705)246-1162
Mary Franklin	9-(815)861-1094
Anna Hudson	3-(710)822-9850
Martha Collins	3-(067)836-3120
Diana Morris	6-(815)105-4937
Ann Wheeler	6-(704)834-4244
Kelly Kelley	1-(078)973-8764
Kelly Henderson	6-(574)895-1076
Marie Hunt	0-(520)243-8319
Christina Alexander	7-(201)332-0796
Amanda Stephens	2-(486)566-7230
Ruth Harris	3-(568)585-3951
Anne Alexander	0-(193)642-0104
Shirley Tucker	2-(474)163-5378
Deborah Mcdonald	0-(774)404-3039
Kelly Dixon	0-(475)902-2271
Lois Gutierrez	7-(968)017-0102
Sandra Howell	4-(458)376-4210
Tammy Fowler	5-(214)334-2340
Michelle Roberts	2-(051)547-7975
Christina Gray	4-(144)094-0688
Dorothy Stephens	0-(732)915-8268
Marilyn Carpenter	1-(439)185-8851
Dorothy Richards	1-(383)019-9369
Diane Porter	5-(227)759-7378
Carolyn Lopez	9-(535)860-6182
Bonnie West	6-(952)260-7053
Amy Garcia	3-(425)832-2058
Joyce Andrews	5-(347)403-2653
Catherine Schmidt	5-(909)127-3614
Judith Boyd	9-(147)670-6904
Irene Sanchez	6-(503)433-0850
Andrea Ward	7-(671)919-2023
Beverly Stanley	0-(499)376-7901
Nicole Lopez	1-(649)939-9104
Amy Mendoza	4-(556)631-7534
Jessica Powell	2-(246)655-5052
Deborah Hernandez	2-(094)857-2391
Ruby Jones	3-(841)428-4377
Sharon Tucker	7-(634)982-5210
Cheryl Webb	9-(989)984-6327
Patricia Murphy	1-(745)145-6234
Amy Stone	7-(319)787-0246
Emily Wheeler	7-(354)834-8049
Wanda Grant	4-(243)748-0122
Laura Crawford	6-(001)253-3524
Judith Schmidt	4-(062)653-8929
Lori Gonzalez	5-(904)674-3793
Kimberly Sanchez	0-(790)007-2591
Rose Torres	5-(763)247-2471
Rachel Peterson	8-(089)750-9445
Sandra Rodriguez	3-(899)228-2803
Beverly Meyer	0-(448)716-6373
Carol Holmes	7-(725)194-9242
Christina Turner	9-(368)961-8740
Ruth Carter	3-(367)390-8159
Virginia Peterson	5-(818)844-0377
Judy Nguyen	7-(471)212-4289
Lillian Hawkins	3-(992)032-6582
Doris Perkins	0-(097)201-6411
Lois Perry	4-(574)856-2267
Julia Palmer	8-(590)448-3700
Elizabeth Hayes	0-(414)270-7466
Jennifer Ramos	0-(411)923-8199
Jennifer Fox	6-(414)023-3255
Karen Lawrence	0-(710)317-3405
Barbara Anderson	1-(849)651-5771
Patricia Crawford	4-(037)694-3986
Helen Williamson	4-(897)271-0180
Catherine Ellis	6-(060)493-9537
Alice Henderson	7-(639)246-9919
Amy Smith	7-(285)583-0018
Emily Kelley	4-(690)321-8489
Kimberly Chapman	0-(363)219-6309
Lisa Morris	6-(035)657-4796
Michelle George	2-(668)727-6151
Rose Bishop	1-(837)327-4126
Jane Murray	3-(570)215-0422
Rachel Thompson	0-(076)305-9323
Sharon Garrett	6-(544)225-9384
Julia Wilson	4-(047)364-2504
Judith Kennedy	9-(376)178-6275
Carol Bryant	3-(221)621-3304
Diane Kelly	6-(194)704-5636
Janet Fisher	0-(823)746-2824
Louise Holmes	1-(854)417-0298
Tina Burke	9-(878)681-3472
Donna Hughes	4-(428)118-1974
Kimberly Perry	7-(974)612-9745
Janet Martinez	7-(450)609-6413
Teresa West	1-(434)111-6065
Judith Olson	5-(306)904-6889
Tina Brooks	2-(815)362-6819
Jessica Grant	7-(933)575-2968
Marilyn Patterson	6-(963)059-1293
Heather Dunn	5-(824)407-3934
Laura Barnes	2-(421)429-5297
Sharon Martinez	5-(086)746-5173
Cynthia Torres	9-(119)909-9881
Theresa Lane	4-(369)050-2991
Patricia Garrett	2-(972)430-3121
Amy Scott	1-(843)717-0033
Lori Armstrong	9-(315)698-5414
Gloria Butler	2-(282)334-6537
Virginia Lee	9-(081)264-5742
Barbara Brooks	1-(255)979-1825
Amanda Reid	2-(124)218-0710
Evelyn Russell	5-(512)282-2927
Kelly Dixon	7-(010)606-7280
Janet Rice	6-(687)115-8185
Kimberly Hart	7-(328)894-3085
Carolyn Nguyen	5-(594)339-4186
Bonnie Howard	2-(357)945-6350
Ann Ellis	2-(111)038-1553
Melissa Schmidt	0-(804)455-8967
Heather Mills	0-(851)262-9041
Rebecca Richardson	3-(909)732-5011
Emily Lynch	7-(173)600-8579
Julie Allen	6-(928)089-4200
Ruby Fernandez	8-(330)318-0864
Christina Morales	3-(598)395-1901
Carolyn Arnold	0-(841)744-7806
Alice Palmer	6-(406)547-6259
Janice Morales	6-(539)791-0105
Karen Dixon	3-(886)228-9478
Ashley Allen	7-(609)255-3046
Lori Garcia	0-(694)865-1446
Katherine Mitchell	0-(006)539-0562
Janice Schmidt	5-(761)547-7123
Margaret Barnes	2-(243)550-7705
Diana Phillips	5-(147)720-7005
Linda Andrews	8-(049)840-3868
Joyce Johnson	0-(317)591-4347
Lori Robertson	4-(755)475-7026
Debra Riley	3-(962)907-0823
Virginia Mccoy	8-(972)934-7607
Kathryn Nelson	7-(675)990-1118
Marie Morrison	8-(626)348-4751
Irene Evans	1-(885)535-7184
Maria Thompson	0-(925)022-0720
Catherine Ross	0-(054)264-1199
Diana Edwards	7-(206)753-6067
Louise Greene	7-(741)385-3064
Karen James	7-(412)276-0019
Teresa Simpson	7-(401)201-7467
Carolyn Warren	5-(071)423-5939
Annie Kelly	7-(371)477-9338
Evelyn Carter	6-(993)386-6890
Sharon Berry	6-(415)590-6634
Janet Mills	1-(849)485-1234
Patricia Webb	3-(589)693-9561
Ann Sanchez	2-(066)817-2968
Lisa Perkins	7-(421)094-6432
Michelle Foster	5-(062)668-2632
Robin Moore	6-(172)310-4091
Denise Henderson	8-(056)578-2513
Virginia Rodriguez	8-(725)027-8898
Janet Snyder	2-(252)529-0486
Marilyn Chavez	0-(601)659-5190
Margaret Owens	3-(949)918-8030
Ashley Perez	6-(780)874-5628
Rachel Grant	0-(100)140-7790
Ashley Harvey	4-(011)596-4461
Catherine Alexander	6-(965)095-9929
Annie Parker	5-(205)865-6089
Gloria Fernandez	1-(429)373-6208
Kathleen Lawson	6-(792)058-2517
Carol Frazier	5-(059)799-4529
Christine Ruiz	4-(435)097-1865
Melissa Austin	7-(026)275-4728
Kimberly Jacobs	9-(424)824-5776
Mildred Greene	2-(671)479-1077
Diane Grant	4-(893)300-8036
Angela Chavez	0-(742)558-0593
Wanda Garcia	7-(438)893-0428
Sharon Reed	2-(724)740-1272
Beverly Campbell	9-(990)552-8499
Debra Dixon	4-(937)034-8850
Beverly Palmer	4-(214)146-4882
Julie Marshall	7-(207)038-6174
Donna Williamson	2-(602)458-1857
Julie Reed	5-(555)159-1308
Jessica Pierce	7-(569)790-0874
Jacqueline Banks	5-(291)029-3248
Joan Cunningham	1-(650)321-5768
Kimberly Myers	2-(772)690-1239
Brenda Romero	7-(448)118-6204
Bonnie Thompson	7-(878)965-6183
Judy Carr	7-(048)646-2556
Laura Martin	3-(704)138-2026
Debra Hayes	9-(509)056-2816
Sandra Cook	4-(309)305-6584
Nicole Rogers	2-(447)483-2640
Jacqueline Ramirez	3-(567)249-4040
Betty Harrison	1-(664)097-3109
Phyllis Hanson	7-(883)433-3185
Angela Stanley	4-(657)048-1919
Susan Brooks	8-(953)582-8764
Irene Moreno	2-(701)218-3713
Annie Dixon	7-(470)739-9617
Patricia Medina	1-(484)848-0128
Anna Ward	4-(115)385-1817
Tammy Frazier	4-(144)302-3985
Anna Carter	8-(391)742-9236
Christina Carter	6-(799)341-0389
Amanda Gordon	2-(716)077-6806
Donna Chapman	9-(158)583-5812
Rachel Frazier	2-(298)320-3095
Rebecca Greene	5-(181)669-8266
Paula Henderson	7-(255)440-5596
Judy Jacobs	8-(430)441-9123
Heather Jordan	1-(782)004-6208
Lisa Gonzales	0-(127)752-0719
Ann Romero	4-(956)880-3119
Jacqueline Thomas	0-(124)635-5276
Amanda Garza	9-(673)457-0937
Sara Grant	5-(761)969-9645
Kelly Reyes	7-(011)740-3233
Margaret Hicks	7-(695)731-3231
Pamela Henry	6-(116)507-8253
Jennifer Hunter	9-(813)648-4665
Evelyn Hudson	2-(297)682-7508
Louise Price	2-(229)579-3803
Virginia West	9-(590)766-5778
Margaret Rose	3-(451)066-3611
Tammy Stephens	1-(933)572-3682
Louise Nguyen	8-(264)579-7066
Jane Burton	9-(459)468-2775
Jean Meyer	5-(685)139-8364
Barbara Richards	9-(692)435-0093
Julia Griffin	0-(333)884-0372
Sandra Sanchez	9-(296)446-7153
Ashley Alexander	3-(790)669-7246
Joyce Flores	9-(536)201-2523
Phyllis Porter	3-(916)512-5864
Deborah West	5-(258)164-6574
Alice Daniels	1-(090)813-8167
Janice Montgomery	4-(231)274-9689
Heather Kelly	8-(003)326-5625
Louise Taylor	2-(608)308-8273
Margaret Kelly	1-(704)432-8426
Emily Ford	0-(385)259-6368
Sharon Williams	6-(995)164-2376
Lori Fields	6-(737)212-5061
Kathleen Barnes	2-(407)173-2501
Laura Fowler	8-(733)225-5978
Norma Rogers	2-(104)417-9739
Linda Alvarez	9-(771)716-6710
Tina Foster	5-(988)207-6053
Anna Fowler	8-(636)227-5721
Norma Hudson	6-(286)302-4082
Paula Ramos	8-(573)870-1410
Nancy Woods	8-(578)465-1231
Mildred Perry	9-(299)086-4249
Mildred Shaw	2-(063)641-2118
Joyce Mendoza	2-(143)711-2687
Denise Murphy	0-(575)631-5099
Melissa Meyer	9-(336)023-5571
Evelyn Russell	7-(795)141-3038
Norma Lane	4-(388)629-9248
Tammy Fox	4-(933)023-3913
Diane Wells	0-(222)079-1470
Donna Morgan	8-(676)305-0443
Katherine Frazier	7-(602)596-1490
Julie Mccoy	7-(642)415-7583
Cynthia Burns	5-(749)644-3323
Marie Fowler	7-(922)316-3100
Sarah Nguyen	1-(726)001-2377
Carol Kennedy	6-(357)983-3710
Gloria Harper	6-(043)505-1544
Marilyn Nelson	8-(617)371-4983
Ashley Watson	2-(858)507-0854
Robin Baker	4-(140)577-6092
Ann Powell	3-(114)653-7329
Sandra Kennedy	9-(596)585-6390
Evelyn Hicks	4-(531)669-5035
Jennifer Thompson	9-(573)207-0861
Cheryl Matthews	9-(105)814-5295
Lillian Gardner	0-(998)881-7172
Amanda Hall	2-(520)773-0461
Ashley Stone	4-(956)578-9013
Maria Richards	0-(727)046-5942
Janice Moreno	6-(729)923-5324
Jessica Medina	1-(302)370-3477
Phyllis Turner	3-(360)197-1608
Lisa Campbell	1-(698)558-1646
Theresa Garza	2-(687)753-0282
Shirley Simpson	5-(292)639-5404
Diane Parker	3-(445)409-9460
Debra Simmons	9-(206)787-7430
Jennifer Harris	2-(411)660-1442
Denise Harvey	8-(223)060-5489
Theresa Carpenter	8-(560)008-7791
Marilyn Howard	3-(307)372-4696
Kelly Nelson	6-(497)401-9420
Kathryn Dixon	9-(259)401-2761
Brenda Rose	7-(920)208-9370
Virginia Henry	5-(101)019-8232
Patricia Morgan	9-(632)697-3311
Ann Gutierrez	8-(925)535-7828
Stephanie Elliott	3-(190)810-3767
Kathleen Mccoy	7-(148)384-4904
Kimberly Hart	0-(578)505-5289
Sarah Boyd	4-(075)274-6593
Rebecca Sanders	4-(371)001-4972
Beverly Clark	4-(999)715-4256
Rose Reynolds	3-(580)626-3136
Teresa Burke	6-(808)201-1118
Norma Hill	7-(834)206-5528
Annie Bishop	7-(696)154-5134
Jennifer Gilbert	3-(990)992-8207
Julie Carter	0-(728)120-2435
Tammy Martin	7-(119)094-5039
Marilyn Scott	0-(105)730-8674
Dorothy Barnes	6-(633)321-7084
Ann Bell	9-(801)889-0187
Louise Spencer	3-(859)551-0056
Carolyn Kelley	2-(622)828-5884
Catherine Olson	3-(135)504-0119
Martha Bradley	9-(864)193-9659
Margaret Morrison	1-(088)100-6423
Betty Anderson	1-(594)151-3333
Anne Montgomery	1-(205)072-8032
Karen Welch	6-(427)680-6387
Nancy Morris	1-(438)924-1905
Rose George	2-(658)850-1333
Lori Carter	8-(677)446-3547
Anna Grant	4-(002)611-4224
Phyllis Morrison	1-(065)188-5502
Gloria Hart	3-(666)464-7299
Theresa Morgan	3-(821)467-4282
Paula Marshall	6-(599)181-9736
Ruby Morgan	2-(985)973-1250
Kathy Reed	9-(961)496-3282
Bonnie Snyder	5-(258)933-9534
Jean Crawford	6-(392)226-0017
Laura Williams	8-(465)666-5902
Pamela Grant	3-(549)705-7115
Gloria King	1-(577)053-4058
Cynthia Nichols	7-(230)943-3837
Nicole Johnson	9-(133)568-9932
Kimberly Williams	1-(125)397-0035
Alice Morris	8-(959)783-8327
Stephanie Davis	7-(633)723-5402
Katherine Davis	8-(939)652-1996
Michelle Morrison	5-(380)954-1128
Evelyn Rivera	9-(774)733-2111
Ashley Howell	3-(533)233-8364
Jean Snyder	0-(328)325-9533
Doris Larson	1-(943)648-9271
Judy Cruz	0-(322)516-5996
Pamela Reyes	7-(051)476-0940
Janet Larson	5-(167)358-8548
Kimberly Hamilton	0-(499)409-6587
Denise Montgomery	4-(600)696-3227
Evelyn Rodriguez	2-(432)634-3749
Sharon Baker	1-(823)832-4117
Christina Ryan	3-(137)517-0892
Martha Diaz	3-(007)139-8931
Shirley Kennedy	8-(272)547-2113
Denise Parker	6-(847)196-2491
Patricia Spencer	2-(935)362-9932
Shirley Martinez	4-(738)128-0966
Jacqueline Howard	4-(833)304-6041
Mildred Cunningham	4-(757)607-1254
Maria Mills	5-(033)323-7382
Bonnie Stone	5-(393)648-9456
Kelly Kelly	9-(443)714-9460
Lois Freeman	9-(955)070-0495
Susan Lane	7-(514)524-0184
Gloria Hicks	3-(195)142-9260
Lori Knight	4-(398)889-8122
Deborah Stanley	7-(041)716-6693
Denise Dean	7-(647)959-2660
Ashley Boyd	7-(743)281-2522
Lillian Butler	7-(113)533-2347
Amanda Webb	7-(610)472-2655
Catherine Daniels	9-(141)517-5775
Jennifer Hughes	7-(246)486-4246
Nicole Howell	9-(750)576-9123
Alice Lawrence	1-(127)074-2896
Phyllis Riley	9-(731)458-2686
Linda Henderson	2-(414)185-8597
Lois Hamilton	0-(383)341-9409
Linda Wood	2-(576)695-2720
Diane Bennett	2-(548)668-8236
Rebecca Watson	0-(715)542-1768
Diane Ford	3-(442)951-5482
Jacqueline Moore	4-(563)117-8153
Emily Cox	1-(211)405-4160
Diane Holmes	5-(806)865-0988
Emily Phillips	2-(400)290-4529
Helen Boyd	6-(564)112-9643
Lori Martin	5-(851)116-9772
Teresa Martinez	8-(674)533-2845
Maria Perry	4-(876)382-1412
Janice Hunt	2-(179)650-5689
Robin White	4-(716)576-6208
Martha Harrison	0-(901)275-2641
Karen Willis	3-(116)880-1668
Sandra Martin	6-(598)433-0195
Louise Myers	2-(035)362-4726
Janet Garza	7-(503)862-1633
Laura Elliott	4-(742)687-1879
Cheryl Hernandez	5-(991)893-7614
Brenda Brown	9-(820)240-2220
Sara Ford	0-(186)135-7083
Irene Jacobs	6-(166)331-5136
Joyce Mcdonald	8-(191)507-6434
Irene Sanders	5-(340)502-1124
Andrea Ryan	9-(209)741-3653
Bonnie Smith	9-(136)597-2435
Carolyn Rivera	1-(713)575-0838
Deborah Martin	2-(003)116-9113
Jane Little	6-(235)652-0960
Frances Woods	0-(740)763-1728
Karen Snyder	0-(129)344-6741
Anna West	0-(809)421-6327
Pamela Cox	7-(476)687-1656
Betty Bishop	8-(367)806-1071
Ruth Marshall	7-(556)546-7667
Judy Fields	4-(233)814-7403
Patricia Dunn	6-(649)255-3567
Paula Sanchez	0-(390)241-7002
Virginia Jordan	6-(761)496-3370
Angela Lane	7-(969)859-2068
Betty Graham	9-(917)177-1375
Angela Crawford	1-(788)396-1577
Alice Flores	4-(620)324-6225
Joan Roberts	4-(135)367-2972
Ashley Griffin	5-(148)771-5165
Mildred Pierce	1-(110)917-7740
Laura Gordon	8-(378)715-8297
Amanda Bowman	9-(821)719-2984
Janet Gibson	3-(991)262-1812
Lillian Scott	3-(282)208-1342
Annie Sanchez	8-(456)349-0544
Donna Washington	7-(557)387-8358
Jacqueline Carter	1-(306)119-4788
Julie Shaw	0-(187)779-7126
Katherine Fernandez	1-(632)161-0829
Robin Anderson	8-(713)725-8839
Amanda Wagner	6-(639)772-0146
Karen Elliott	4-(308)174-4925
Joyce Fowler	7-(623)345-9253
Christina Cox	0-(652)369-8838
Alice Reyes	2-(770)539-3854
Phyllis Patterson	7-(675)660-1888
Joan Kennedy	4-(975)724-7994
Andrea Little	0-(674)659-2082
Stephanie Vasquez	8-(159)640-7781
Betty Burns	1-(776)228-8047
Cheryl Johnson	1-(212)911-6097
Wanda Pierce	7-(743)754-0619
Susan Garrett	9-(582)114-9426
Tina Taylor	2-(418)740-2550
Jane Reid	5-(318)988-1782
Ruth Olson	0-(576)437-6688
Amy Berry	9-(824)228-8027
Jane Richardson	9-(390)452-4443
Rebecca Green	8-(243)011-9947
Marie Hudson	5-(030)631-1739
Martha Stone	5-(477)434-4336
Patricia Romero	9-(148)688-8295
Betty Long	0-(423)287-1818
Marilyn Fisher	4-(308)146-4162
Lois Phillips	5-(381)835-6957
Michelle Perkins	0-(385)417-9433
Joyce Garcia	3-(032)823-6456
Ruby Washington	5-(166)721-4487
Norma Webb	6-(671)210-5622
Brenda Austin	3-(575)598-2679
Jean Welch	1-(801)946-8990
Patricia Young	9-(055)358-1895
Lois Parker	1-(261)676-3479
Janet Palmer	2-(473)140-6931
Lillian Matthews	8-(608)674-1245
Carol Holmes	2-(702)099-4303
Helen Walker	4-(462)039-1439
Annie Payne	0-(993)236-3042
Denise Hernandez	2-(198)761-6618
Jean Wheeler	3-(771)842-5410
Deborah Allen	4-(208)500-5562
Judith Porter	4-(703)132-8202
Barbara Black	9-(951)860-5991
Christina Alexander	9-(157)400-0583
Jessica Evans	8-(135)994-9434
Anne Edwards	6-(234)861-8546
Rachel Webb	6-(524)428-9351
Frances Long	6-(599)246-1521
Diana Bailey	2-(289)240-9783
Lillian Reynolds	7-(852)446-1553
Janet Alexander	9-(592)326-5849
Robin Murray	8-(420)126-4428
Tammy Warren	7-(285)654-6855
Andrea Smith	1-(413)809-1101
Anna Morrison	1-(653)811-1608
Angela Porter	0-(951)749-1528
Diane Lee	5-(717)244-6975
Denise Murray	5-(957)021-0020
Stephanie Ford	6-(665)417-6722
Heather Stone	8-(821)952-2362
Kathryn Oliver	0-(290)640-1802
Ruby Mcdonald	2-(788)571-8482
Marie Hunt	7-(419)883-0548
Diana Clark	2-(198)053-0016
Mary Price	6-(278)960-2326
Tina Dunn	2-(089)854-4730
Jennifer Reid	7-(447)134-8600
Susan Fields	8-(632)076-9428
Norma Patterson	5-(571)743-5756
Elizabeth Ferguson	9-(254)975-9667
Debra Porter	3-(342)076-9109
Deborah Armstrong	4-(664)054-7256
Susan Armstrong	6-(240)572-5646
Jean Meyer	4-(792)272-2618
Annie Mendoza	8-(120)607-3618
Amy Kelly	8-(810)849-2366
Karen Morris	5-(119)342-5883
Lisa Barnes	5-(718)055-3593
Kelly Mendoza	8-(489)925-0801
Amanda Jackson	6-(861)972-9250
Doris Rose	6-(618)208-5186
