Alice Walker	5-(786)140-3346
Janet Alexander	2-(255)481-2053
Dorothy Greene	1-(723)613-7397
Nicole Hunt	1-(761)353-6479
Martha Hughes	6-(322)826-5959
Ruth Hill	2-(686)051-9826
Tammy Bennett	1-(228)680-1142
Kimberly Stone	1-(458)340-4743
Karen Rice	2-(960)007-1551
Wanda Mills	4-(032)175-5019
Rose Armstrong	5-(371)969-9542
Kimberly Woods	5-(246)180-4929
Emily Moreno	3-(687)459-6368
Lisa Gutierrez	4-(942)327-5656
Elizabeth Myers	4-(783)135-8429
Elizabeth Austin	5-(213)108-1331
Paula Dixon	4-(013)546-0345
Carolyn Anderson	9-(348)283-5264
Michelle Schmidt	2-(655)584-0674
Pamela Wagner	2-(123)737-4020
Tina Mills	2-(935)236-2363
Rose Jenkins	7-(538)980-2218
Beverly Crawford	5-(288)354-6268
Marilyn Hayes	6-(931)176-7007
Betty Murray	0-(615)973-4636
Patricia Stephens	2-(141)407-5224
Wanda Torres	9-(849)140-2096
Mildred Gray	5-(673)192-2872
Ruby Harrison	6-(128)316-0867
Paula Cook	3-(344)186-3106
Jane Reynolds	9-(840)598-8276
Debra Sullivan	5-(552)512-1940
Dorothy Meyer	2-(259)205-7281
Ann West	4-(066)778-7306
Tina Chapman	1-(337)575-9402
Brenda Hanson	4-(922)623-7818
Patricia Morrison	5-(498)646-2240
Tammy Dunn	9-(295)120-5519
Ruby Harper	7-(459)339-2272
Amy Nelson	3-(105)498-4713
Deborah Gilbert	0-(059)957-8520
Robin Wheeler	3-(905)283-5814
Sarah Stevens	5-(055)511-0832
Beverly Johnston	9-(761)948-9564
Rebecca Collins	8-(444)016-2106
Lois Diaz	8-(343)935-9433
Dorothy Olson	1-(362)549-3731
Mary Reid	2-(896)497-2300
Julie Simpson	5-(155)118-1760
Margaret Jordan	3-(571)474-8133
Norma Hughes	0-(141)717-4132
Rebecca Richardson	0-(899)194-7721
Janice Hawkins	7-(779)165-9656
Kathy Romero	3-(810)819-2341
Theresa Watson	4-(029)098-7890
Mildred Price	4-(386)304-1529
Kathleen Harrison	2-(071)358-0782
Teresa Gomez	5-(088)643-3545
Sandra Flores	2-(736)882-5030
Barbara Adams	6-(010)283-3403
Joan Green	0-(657)060-5321
Julia Rivera	2-(465)054-7065
Betty Grant	7-(124)596-0264
Mildred Owens	1-(012)611-5696
Frances Pierce	6-(282)619-0908
Kathleen Gonzales	0-(987)196-4082
Annie Long	1-(920)883-9933
Diana Baker	6-(774)065-8398
Phyllis Perkins	8-(812)641-4875
Jane Wallace	4-(032)492-6200
Sharon Miller	9-(048)675-7178
Patricia Cunningham	4-(669)584-3004
Rachel Clark	2-(291)486-5121
Lois Stewart	6-(215)378-4480
Joyce Nelson	1-(776)120-2077
Susan Hunt	1-(473)338-4083
Emily Anderson	5-(331)981-4867
Helen Ward	5-(864)520-3024
Debra Bennett	6-(226)612-3147
Margaret Harvey	4-(123)742-7217
Nancy Roberts	1-(898)956-9168
Margaret Carpenter	4-(594)546-8659
Louise Snyder	2-(079)526-1070
Tina Chapman	7-(898)133-8093
Martha Perez	7-(465)430-1772
Evelyn Foster	7-(353)913-1829
Tina Gardner	8-(330)556-1942
Julia Wood	9-(267)150-5963
Kathryn Howard	5-(104)748-2064
Diane Crawford	5-(652)838-0702
Rose Pierce	9-(108)257-1575
Katherine Stewart	3-(720)638-8646
Virginia Rivera	3-(502)768-3731
Lois Grant	8-(350)646-8665
Sarah Fields	1-(055)904-1113
Julia Webb	5-(284)169-5789
Jacqueline Carter	4-(621)432-6380
Christina Clark	4-(096)682-4862
Teresa Willis	3-(117)261-1382
Doris Perkins	8-(309)663-6376
Sarah Freeman	6-(019)925-6328
Lisa Reed	4-(807)073-9504
Donna Tucker	0-(674)207-9728
Paula Woods	9-(497)347-1096
Dorothy Harper	6-(455)332-9039
Evelyn Thompson	3-(159)101-1845
Debra Morris	2-(995)004-7918
Catherine Nichols	5-(878)849-5142
Debra Hughes	1-(364)363-8022
Ruth Baker	1-(093)589-2616
Sara Palmer	0-(196)715-4647
Debra Williams	8-(710)442-6635
Pamela Palmer	7-(975)582-2439
Rebecca Garrett	5-(294)970-0293
Evelyn Grant	4-(236)155-9463
Carol Riley	7-(439)373-7035
Nicole Mendoza	4-(238)996-8749
Ruth Gardner	1-(241)400-4239
Dorothy Martin	7-(400)306-6136
Frances Rose	2-(946)932-7441
Maria Alvarez	4-(305)277-7408
Lois Cooper	9-(538)272-1333
Carol Spencer	3-(662)840-3834
Linda Lynch	9-(114)394-8643
Nancy Gutierrez	0-(969)810-0995
Emily Rivera	3-(789)065-2306
Julie Roberts	7-(870)896-2712
Julie Bryant	3-(967)543-5406
Joan Bryant	5-(043)473-5548
Lois Stanley	5-(690)988-1358
Martha Perry	4-(585)897-1991
Stephanie Ward	8-(020)046-8727
Rose Fisher	8-(834)931-4932
Angela Gonzales	7-(324)712-7047
Katherine Kim	5-(471)825-6090
Lillian Garza	5-(174)156-8911
Carol Price	2-(361)589-8608
Teresa Price	1-(638)049-6832
Tina Morales	2-(324)241-1247
Frances Vasquez	4-(229)625-3081
Jessica Hanson	7-(213)624-5384
Ashley Jones	1-(792)683-0366
Doris Morgan	3-(623)327-1846
Paula Morales	1-(181)497-1436
Beverly Porter	4-(628)460-6370
Anne Parker	0-(180)602-6723
Kathleen Bennett	6-(613)333-4448
Jacqueline Phillips	1-(517)156-9040
Gloria Day	4-(717)419-2284
Bonnie Evans	3-(902)886-9713
Joan Ryan	9-(494)745-2309
Annie Watson	7-(928)083-0788
Evelyn Fuller	6-(261)646-6152
Anne Collins	5-(090)757-0530
Cynthia Reid	5-(117)423-4939
Stephanie Simmons	7-(196)354-5370
Andrea Edwards	8-(838)990-2681
Gloria Montgomery	5-(453)853-6285
Teresa Day	4-(123)040-8692
Betty Williamson	1-(247)620-9387
Theresa Dunn	4-(808)959-2802
Annie Stanley	9-(508)070-0782
Christine Daniels	1-(520)467-4399
Sara Medina	5-(086)897-2080
Joan Ford	8-(228)686-1975
Tina Phillips	8-(627)262-4114
Marie Robertson	4-(391)003-9594
Emily Myers	2-(520)837-6539
Karen Reyes	9-(742)594-2331
Doris Mcdonald	3-(722)539-0791
Janet Tucker	4-(518)193-6400
Anne Webb	8-(899)920-3809
Bonnie Grant	9-(353)610-4953
Carol Ramos	9-(154)782-5217
Linda Hall	5-(847)028-0655
Robin Harvey	1-(593)939-1459
Christine Lopez	7-(840)483-9853
Donna Burton	7-(739)245-9863
Robin Wood	1-(119)502-6775
Julie Berry	7-(710)762-8318
Kimberly Carpenter	9-(537)080-7973
Judith Burns	6-(992)720-6021
Rebecca Diaz	0-(827)407-3282
Tina Burns	5-(253)884-3171
Janice Franklin	7-(804)147-0196
Dorothy Matthews	1-(573)545-5763
Joyce Cox	2-(012)928-3326
Janet Powell	2-(666)272-2786
Teresa Willis	9-(027)638-8804
Judy Warren	4-(767)915-6599
Marilyn Medina	1-(512)226-0348
Jean Black	5-(018)788-0416
Ruby Bowman	2-(324)707-2920
Kathryn Chavez	4-(862)613-7704
Dorothy Knight	3-(678)724-1109
Karen Robinson	4-(068)203-0023
Lillian Gardner	8-(895)400-8079
Teresa Gordon	3-(835)831-2181
Laura Snyder	8-(646)346-1972
Martha Sanders	0-(853)345-2682
Paula Reyes	7-(245)297-9681
Carol Russell	5-(390)184-6882
Marilyn Long	9-(390)317-3295
Carolyn Clark	8-(516)670-5885
Lori Carr	4-(259)147-1628
Catherine Jordan	0-(314)671-2259
Diana Castillo	2-(587)284-3856
Nancy Jones	3-(427)903-5684
Cynthia Spencer	3-(867)600-3834
Cynthia Day	2-(504)569-3899
Julie Johnson	1-(087)107-0171
Elizabeth Kim	3-(274)624-8249
Anne Garza	5-(778)947-4673
Angela Lewis	2-(993)703-9924
Phyllis Lawson	0-(759)680-0224
Lisa Ortiz	3-(869)722-8863
Judy Welch	7-(087)365-2069
Sandra Moreno	3-(884)171-8889
Patricia Patterson	6-(971)996-3132
Nicole Graham	0-(990)316-3507
Jane Hawkins	5-(787)282-4731
Mildred Reyes	6-(783)412-5696
Julie Bennett	0-(148)034-4902
Deborah Carter	8-(668)731-0635
Linda Perez	6-(916)415-8669
Rebecca Miller	0-(211)047-5942
Catherine Sullivan	2-(976)265-3071
Jennifer Mendoza	9-(152)227-7834
Helen Spencer	8-(876)415-5482
Annie Payne	1-(794)700-8134
Joan Carroll	6-(539)894-8040
Elizabeth Gordon	2-(412)992-2008
Ruth Grant	3-(259)930-8915
Lisa Garcia	4-(805)695-1195
Stephanie Moore	6-(428)920-2883
Evelyn Washington	8-(141)336-0255
Amanda Palmer	8-(432)206-1304
Barbara Payne	3-(301)126-1217
Rose Mills	1-(214)511-9900
Susan Greene	9-(524)594-3842
Marilyn Arnold	6-(144)521-1670
Louise Hamilton	9-(055)347-0397
Heather Stevens	0-(757)273-4160
Denise Brown	4-(830)774-6966
Catherine Porter	5-(821)926-9506
Carolyn Kennedy	8-(705)624-2080
Jean Spencer	9-(196)654-6609
Jacqueline Henry	3-(118)784-7442
Gloria Allen	8-(468)664-6095
Catherine Morales	0-(104)970-3257
Christina Ortiz	6-(689)468-0884
Joan Sanders	5-(982)456-3935
Tina Myers	5-(987)164-4503
Helen Pierce	8-(938)746-1847
Jean Butler	5-(498)089-0311
Deborah Miller	5-(464)383-1972
Michelle Dean	3-(710)986-6722
Katherine Vasquez	6-(294)945-1277
Anne Bennett	6-(372)112-4228
Rachel Arnold	5-(162)617-8446
Evelyn Mendoza	0-(825)830-7924
Christina Carter	8-(012)021-9820
Ann Ramirez	1-(068)462-4050
Debra Carpenter	6-(959)818-0431
Janice Austin	9-(385)834-8313
Sharon Cox	3-(997)908-7502
Annie Perkins	1-(758)781-4344
Heather Medina	0-(288)395-9064
Linda Dunn	3-(044)447-6763
Lisa Murphy	7-(626)599-7679
Rose Wright	3-(045)891-0272
Kimberly Hanson	8-(082)571-2294
Debra Brown	0-(986)994-8599
Paula Howell	3-(688)586-1577
Marilyn Harvey	9-(710)087-7619
Ashley Cruz	6-(217)635-8347
Heather Phillips	2-(413)256-2264
Anne Flores	4-(915)314-9562
Dorothy Watkins	8-(424)172-4348
Cheryl Gray	4-(222)892-9193
Bonnie Lawrence	3-(561)425-3951
Angela Ellis	5-(974)193-8889
Jennifer Bradley	0-(635)847-6266
Judy Shaw	7-(928)708-3460
Marie Barnes	5-(235)431-6469
Margaret Martin	6-(311)211-0020
Janet Morgan	6-(369)249-1659
Janet Day	0-(230)643-6566
Gloria Burke	6-(044)909-9106
Rachel Vasquez	6-(272)500-5265
Barbara Garza	0-(478)995-3576
Christina Carter	8-(245)857-4825
Virginia Payne	1-(247)648-3907
Sharon Taylor	5-(631)393-6925
Anna Harvey	5-(770)482-4302
Melissa Hunter	9-(220)793-8225
Annie Fuller	3-(510)012-3684
Margaret Rogers	0-(954)075-8865
Beverly Baker	7-(673)464-6758
Sandra Sanchez	1-(828)629-8093
Christine Jordan	6-(660)532-8605
Anne Reynolds	0-(592)369-3607
Frances Romero	1-(661)845-8677
Donna Lee	0-(416)436-3750
Christine Carter	3-(382)396-6712
Bonnie Watson	6-(576)279-7945
Janice Nelson	4-(496)198-3163
Debra Phillips	3-(357)164-0344
Marilyn Olson	1-(267)705-6764
Ashley Myers	8-(731)495-7238
Susan Ortiz	0-(642)174-3137
Kathy Day	3-(445)753-8658
Rose Cooper	9-(093)571-4598
Donna Oliver	4-(917)477-0649
Sandra Mills	3-(008)897-4159
Ruth Jackson	2-(767)356-2841
Mildred Rose	3-(164)020-8023
Christine Ruiz	3-(656)570-3443
Irene Willis	3-(875)326-5437
Jacqueline Fisher	7-(027)578-5897
Laura Cox	3-(886)933-5960
Teresa Burns	0-(981)799-9983
Kelly Dixon	9-(150)453-5851
Lori Ross	4-(694)180-7731
Melissa Grant	9-(578)170-8980
Bonnie Long	9-(708)648-2243
Marie Carter	3-(441)479-0474
Sharon Parker	8-(586)880-2616
Virginia Ferguson	4-(557)870-6155
Janice Riley	1-(114)795-2858
Donna Nguyen	9-(998)908-7673
Janet Diaz	3-(203)987-7098
Judy Mason	3-(051)973-8867
Betty Nichols	8-(393)871-4726
Betty Watson	3-(361)702-0342
Lori Schmidt	4-(869)181-1497
Patricia Hudson	8-(509)169-9147
Jacqueline Henry	8-(999)542-2190
Teresa Reynolds	0-(528)521-7380
Kathy Green	0-(917)758-3449
Catherine Fuller	8-(982)443-7692
Carolyn Richards	2-(754)493-4364
Maria Taylor	6-(429)521-6865
Anna Howard	5-(582)690-1605
Robin Murray	8-(157)121-3568
Kathryn Mendoza	4-(439)256-1991
Diana Morales	2-(270)625-1026
Doris Olson	0-(591)710-5986
Diane Alexander	1-(659)558-9717
Lori Gray	9-(179)543-1450
Heather Roberts	4-(567)320-6933
Kathy Garrett	3-(384)486-0608
Rachel Martinez	2-(506)051-1013
Wanda Wallace	2-(574)475-6872
Susan Sanders	9-(977)510-9647
Dorothy Brooks	2-(632)427-7052
Sharon Pierce	7-(102)804-0530
Irene Kelly	5-(886)270-0686
Emily Burke	1-(629)951-1829
Mary Montgomery	7-(476)772-4764
Emily Stewart	9-(312)217-1754
Julie Hughes	5-(412)614-8994
Jean Harper	0-(329)834-5843
Gloria Shaw	2-(377)929-1226
Christina Hansen	2-(846)144-6146
Mary Gray	7-(798)091-1520
Dorothy Sanders	9-(797)880-5928
Virginia Carr	3-(390)867-8038
Sharon Boyd	3-(787)114-9461
Evelyn Little	3-(029)393-0298
Carol White	6-(470)244-0001
Ashley Hamilton	0-(605)441-1237
Dorothy Fields	5-(959)529-5950
Marie Williamson	7-(411)144-4059
Karen Sanders	1-(788)371-4172
Pamela Holmes	5-(018)390-5645
Pamela Peterson	4-(009)195-2874
Nicole Nguyen	3-(297)326-0699
Beverly Ellis	9-(311)392-9504
Evelyn Hill	0-(883)825-8554
Joyce Weaver	2-(904)088-4043
Lori Burton	9-(614)248-0215
Gloria Castillo	6-(300)698-8561
Donna Ellis	5-(418)975-9310
Frances Fuller	9-(519)201-1140
Margaret Hunter	5-(812)329-2020
Andrea Burns	4-(498)667-0010
Tammy Howell	8-(853)487-7935
Carolyn Walker	6-(979)297-0517
Sandra Miller	4-(371)118-9296
Debra Scott	1-(036)880-2050
Cheryl Ramirez	3-(297)944-9082
Angela Powell	6-(483)102-9378
Kimberly Cruz	2-(997)374-5451
Judith Burke	5-(717)560-7529
Tina Ryan	5-(664)478-0486
Nicole Diaz	2-(435)507-9889
Lori Ortiz	8-(398)894-7854
Doris Lynch	0-(760)140-9842
Lori Brown	3-(172)669-0152
Lori Morgan	0-(434)825-7079
Jessica Hall	2-(091)936-7870
Christina Frazier	9-(314)490-6106
Irene Castillo	5-(089)987-7239
Sarah Mason	3-(405)605-3668
Brenda Wagner	9-(199)069-7497
Anna Smith	6-(230)244-5361
Kelly Wagner	0-(752)956-1929
Sarah Mendoza	1-(305)142-8194
Diane Simmons	0-(001)448-7459
Martha Anderson	3-(685)141-2371
Carol Campbell	9-(993)876-0481
Kathryn Kim	5-(286)377-7597
Katherine Bishop	3-(812)760-1215
Christine Edwards	6-(156)135-9220
Helen Anderson	2-(462)297-4520
Virginia Johnston	1-(517)143-9951
Ruby Kelley	2-(957)285-6551
Nancy Perez	9-(616)163-8595
Stephanie Alvarez	6-(144)930-4523
Angela Johnston	3-(844)074-4244
Diana Mills	2-(605)071-0887
Emily Murray	7-(687)636-1213
Jennifer Medina	3-(914)575-6928
Lois Payne	0-(038)452-2532
Kathy Hernandez	0-(386)387-4621
Theresa Hicks	3-(333)672-8640
Annie Lane	7-(187)761-2937
Mary Marshall	0-(906)720-1983
Karen Chavez	8-(900)903-8374
Carolyn Hawkins	8-(038)428-7492
Judy Long	8-(471)771-8646
Ashley Adams	0-(782)784-5912
Anna Thompson	0-(096)992-8833
Jean Mendoza	0-(319)808-3951
Anne Martin	9-(723)965-7316
Teresa Scott	8-(235)832-1872
Diana Barnes	4-(920)646-2739
Sharon Oliver	0-(524)852-9848
Anne Collins	1-(756)469-6686
Susan Hunter	5-(962)413-7790
Betty Diaz	5-(447)812-4437
Patricia Payne	8-(446)317-6190
Kelly Thomas	6-(914)005-0396
Denise Martinez	1-(609)199-5442
Beverly Griffin	7-(598)569-0232
Gloria Hanson	0-(577)423-4834
Rachel Vasquez	6-(760)128-1215
Jennifer Moore	0-(786)242-5825
Frances Powell	9-(982)004-4731
Patricia Murray	8-(125)852-9379
Norma Little	6-(350)505-0023
Lisa Banks	7-(305)137-9821
Jessica Bryant	9-(135)910-1784
Kathleen Hawkins	9-(747)635-4965
Gloria Jacobs	1-(835)311-7552
Pamela Thomas	6-(495)267-5234
Angela Woods	7-(773)511-4427
Lori Ortiz	5-(518)909-7445
Annie Little	0-(756)150-7347
Anne Washington	9-(216)627-2621
Janice Fowler	1-(761)014-2792
Beverly Coleman	5-(569)208-2468
Mary Richards	2-(156)685-9253
Kimberly Edwards	1-(006)926-1301
Betty Diaz	1-(089)552-6821
Michelle Grant	8-(710)890-5551
Michelle Gonzalez	6-(079)577-4027
Alice Dean	3-(985)399-5046
Alice Crawford	5-(060)671-8805
Lois Garza	7-(096)491-6925
Norma Burton	0-(700)283-5233
Bonnie Jordan	2-(206)149-5619
Katherine Hunt	7-(315)442-1543
Sandra Cole	6-(959)199-0617
Karen Brooks	3-(132)814-0922
Katherine Porter	9-(170)569-3945
Kelly Bowman	7-(467)859-3717
Christina Morrison	1-(699)687-2166
Christine Reyes	9-(801)180-1124
Elizabeth Lawson	6-(893)745-6116
Elizabeth Burke	9-(711)129-2726
Sandra Murphy	3-(941)969-6393
Ashley Mcdonald	7-(252)401-3627
Rachel Jenkins	4-(891)965-4047
Linda Gonzales	1-(534)206-6439
Jennifer Matthews	6-(840)472-8889
Patricia Dixon	8-(670)919-0497
Amy Harris	5-(273)800-2174
Jacqueline Bryant	3-(581)367-3634
Carol Duncan	1-(045)352-2940
Katherine Watson	0-(942)348-1817
Janice Sullivan	8-(889)228-3912
Jean Murray	9-(902)073-4039
Kathleen Gardner	5-(045)563-1138
Susan Bradley	5-(544)785-7621
Mary Hayes	9-(152)373-5774
Kimberly George	1-(811)561-9480
Lillian Chavez	3-(753)440-6645
Cynthia Berry	9-(125)759-2078
Christine Hudson	2-(874)276-9162
Laura Cox	1-(326)028-2920
Ashley Wilson	7-(174)035-3072
Tammy Hernandez	1-(348)861-8292
Kathleen Little	6-(671)765-1344
Andrea Fisher	3-(832)425-9356
Mildred Martin	3-(506)571-1166
Susan Fisher	9-(352)392-0435
Cynthia Ortiz	7-(320)288-6554
Jacqueline Graham	3-(497)347-9745
Norma Alexander	8-(095)148-5119
Nicole Willis	4-(565)704-8333
Christine Spencer	4-(421)512-7481
Paula Arnold	9-(424)058-3133
Kathy Montgomery	4-(332)017-7874
Bonnie Morrison	9-(859)092-3210
Beverly Butler	7-(347)995-6141
Doris Fields	4-(997)577-0398
Nancy Brown	8-(636)516-3013
Pamela Austin	9-(662)771-2124
Julia Bryant	0-(610)473-9285
Doris Alvarez	2-(272)067-2017
Brenda Dunn	9-(766)192-5538
Kathryn Lawrence	4-(136)960-1405
Kelly Evans	5-(972)995-5470
Janice James	5-(150)079-4880
Maria Wilson	2-(647)247-8032
Barbara Edwards	1-(531)623-6503
Donna Olson	5-(166)545-3371
Christina Green	9-(980)411-3027
Marilyn Sullivan	2-(057)016-7575
Doris Hughes	2-(134)731-3122
Theresa Dunn	2-(273)498-2561
Evelyn Willis	3-(132)675-5893
Denise Vasquez	7-(217)279-5540
Stephanie Holmes	8-(835)585-6104
Shirley Johnston	8-(254)624-6086
Debra Greene	1-(590)595-6510
Judy Tucker	5-(516)770-6579
Wanda Brooks	6-(555)275-2668
Julie Montgomery	7-(370)656-6958
Marie Russell	1-(032)009-0855
Donna Ferguson	6-(634)533-9314
Martha Hamilton	0-(515)355-8594
Phyllis Cox	4-(568)216-9550
Annie Tucker	5-(301)565-7387
Kelly Gomez	9-(292)601-2929
Tammy Collins	8-(432)952-3554
Theresa Mcdonald	3-(149)801-5934
Joan Jones	8-(494)757-5918
Stephanie Burke	4-(836)215-8428
Lisa Carter	0-(122)588-4987
Helen Henry	2-(108)719-6325
Maria Ray	8-(155)747-9009
Virginia Peterson	2-(720)861-3323
Amanda Howell	8-(150)352-3540
Jessica Flores	1-(780)117-0816
Melissa Fisher	4-(443)402-2880
Joyce Johnston	3-(376)933-0541
Kimberly Martin	3-(773)786-6881
Kelly Torres	1-(804)172-4816
Mildred Fisher	6-(229)720-2958
Betty Morgan	0-(533)381-3060
Kelly Ellis	3-(838)643-8553
Michelle Schmidt	9-(023)545-6133
Lois Bell	1-(153)956-0231
Stephanie James	1-(262)338-2555
Barbara Wallace	2-(896)684-8412
Amanda Scott	1-(217)726-6832
Karen Foster	8-(798)877-4261
Alice Reid	2-(747)923-8187
Robin Baker	4-(236)238-7915
Stephanie Bell	6-(749)418-2103
Kathleen Bowman	5-(673)241-7217
Nicole Russell	3-(906)808-9363
Alice Wheeler	3-(241)073-1942
Rebecca Gibson	1-(561)623-4567
Kelly Wilson	4-(337)382-2349
Andrea Gordon	1-(119)485-7216
Heather Wagner	4-(292)460-2447
Catherine Morris	5-(333)693-5770
Julie Fernandez	5-(466)844-4942
Diana Marshall	2-(867)035-0051
Julie Powell	0-(422)704-6704
Carolyn Gonzalez	4-(351)798-3551
Jennifer Cole	1-(676)598-1747
Barbara Mcdonald	1-(912)958-1209
Laura Watkins	3-(138)188-6878
Stephanie Miller	9-(162)953-6643
Catherine Daniels	9-(208)456-9770
Denise Hawkins	2-(389)672-5051
Cynthia Russell	4-(269)740-3617
Debra Graham	6-(887)534-1839
Debra Wilson	1-(899)041-9726
Wanda Shaw	7-(999)475-7018
Bonnie Fernandez	3-(926)921-8143
Jacqueline Cruz	1-(901)766-9625
Frances Gibson	5-(421)359-2875
Rose Willis	9-(654)478-8960
Christine Pierce	7-(032)749-5194
Rose Gonzalez	0-(143)440-2226
Robin Hunter	5-(263)253-2992
Denise Simpson	3-(980)612-2913
Mary Ruiz	7-(542)397-1014
Theresa Roberts	9-(633)168-3276
Andrea Lane	5-(768)740-5093
Michelle Cole	8-(729)659-3295
Nancy Wells	3-(464)067-0906
Shirley Porter	0-(058)610-4629
Rachel Johnston	6-(396)347-9848
Theresa Henry	2-(110)304-5817
Elizabeth Boyd	8-(234)205-8695
Bonnie Chavez	0-(735)288-7848
Betty Hunt	2-(610)328-8770
Patricia Wilson	9-(067)520-7366
Robin Watkins	3-(774)675-7374
Joan West	2-(605)188-8897
Evelyn Mason	3-(822)238-3237
Tammy Evans	0-(560)957-6314
Denise Fowler	5-(082)434-6057
Ruby Fields	2-(750)113-9989
Maria Phillips	3-(458)929-0461
Teresa Woods	3-(297)349-3373
Catherine King	4-(685)250-1259
Deborah Thompson	0-(901)427-4297
Mary Fox	5-(981)489-2287
Jean Roberts	4-(531)300-8152
Lori Hughes	4-(081)252-7755
Brenda Mason	6-(176)594-7790
Christine Torres	1-(194)245-7298
Alice Carroll	7-(854)917-1941
Betty Bradley	4-(551)084-7067
Lois Carpenter	8-(729)587-6129
Gloria Holmes	8-(281)445-7581
Diane Crawford	8-(910)280-8559
Brenda Henry	6-(652)623-6294
Maria Jacobs	4-(865)583-8031
Pamela Crawford	0-(286)968-0767
Jessica Wheeler	5-(272)149-2803
Brenda Scott	8-(589)993-6280
Betty Mendoza	0-(526)917-6596
Theresa Collins	5-(483)849-3515
Judy Jacobs	3-(144)057-1424
Susan Payne	9-(977)470-2395
Andrea Lawrence	0-(968)660-2237
Lois Perez	1-(729)569-5890
Susan Garcia	9-(646)980-8189
Barbara Williamson	2-(552)652-3046
Theresa Richardson	7-(699)204-7858
Evelyn Ross	3-(317)494-6241
Doris Stanley	9-(329)447-3060
Lillian Ruiz	9-(138)187-6109
Ruby Garcia	0-(340)565-0119
Joyce Hayes	1-(213)982-3282
Gloria Larson	9-(232)517-4079
Katherine Moore	4-(182)055-2141
Judy Davis	4-(039)645-2066
Kathryn Taylor	0-(407)282-6883
Sarah Hill	3-(934)088-7514
Phyllis Collins	8-(411)313-3131
Brenda Cooper	0-(656)211-4290
Helen Wright	2-(600)041-8589
Judy Lane	2-(836)913-6451
Nicole Chapman	2-(743)523-0917
Gloria Anderson	6-(713)358-9246
Dorothy Stevens	5-(457)959-9347
Pamela Martin	6-(127)759-4943
Paula Ortiz	6-(863)773-5537
Judith Simpson	9-(513)207-3704
Lori Lynch	6-(571)261-2780
Denise Hayes	9-(073)510-0542
Sara Holmes	2-(330)731-4413
Robin Morris	0-(863)186-3705
Stephanie Stone	0-(342)869-1931
Janet Simmons	3-(889)326-7642
Mildred Gordon	0-(019)183-1512
Karen Marshall	6-(619)464-5585
Rose Wright	9-(140)785-3652
Kimberly Meyer	2-(708)647-7143
Lois Snyder	4-(953)139-3267
Annie Matthews	7-(368)200-0520
Alice Price	8-(027)471-1411
Jennifer Bell	4-(721)917-4767
Helen Jordan	9-(618)839-1104
Carol Reyes	6-(363)112-7654
Christine Foster	1-(619)209-8542
Jean Rodriguez	5-(459)073-0344
Sara Hunt	1-(634)965-9493
Tammy Payne	7-(954)045-0786
Andrea Perez	0-(659)603-1355
Shirley Chapman	3-(720)936-8941
Denise Clark	1-(115)389-7225
Angela Banks	3-(143)400-8648
Sara Lopez	0-(067)936-2338
Emily Henry	2-(143)650-0933
Louise Hughes	0-(793)695-3914
Kathryn Gonzales	9-(899)523-5487
Nicole Lynch	3-(211)328-1966
Pamela Fields	7-(356)327-6293
Emily Fowler	0-(977)208-2778
Lois Riley	7-(038)726-5552
Catherine Marshall	6-(126)046-5922
Joyce Lynch	1-(067)746-0832
Catherine James	0-(766)143-4080
Kathleen Moreno	7-(057)969-9350
Virginia Larson	2-(130)502-6562
Ruth Crawford	5-(460)861-8322
Lori Hicks	2-(077)665-0115
Sharon Meyer	4-(784)002-3971
Karen Gray	1-(740)586-2136
Donna Hawkins	4-(682)469-0815
Shirley Greene	9-(999)960-0188
Phyllis Gutierrez	4-(965)362-6157
Jessica Rogers	1-(045)561-7897
Evelyn Olson	6-(988)795-4491
Cheryl Butler	4-(094)009-6385
Shirley Coleman	7-(504)862-2832
Virginia Banks	4-(323)088-1033
Diana Rice	4-(433)476-2617
Diana Wagner	9-(558)356-2065
Karen Brooks	7-(263)423-8265
Amanda Moreno	0-(631)020-6470
Beverly Ferguson	0-(083)748-5512
Stephanie Williamson	5-(752)218-1722
Jean Kelley	5-(867)751-5186
Donna Meyer	2-(754)095-2071
Kathleen Ruiz	2-(709)648-3463
Louise West	5-(954)461-3868
Ruth Webb	9-(139)026-2911
Heather Mills	7-(899)139-7724
Louise Watson	2-(899)565-5726
Jessica Rogers	6-(158)838-0836
Beverly Williamson	9-(151)405-2652
Paula Porter	2-(297)521-2756
Brenda Olson	6-(462)619-0795
Betty Griffin	1-(266)529-9934
Catherine Garrett	7-(794)004-6100
Diane Ward	0-(688)687-5958
Jacqueline Ross	3-(219)067-2608
Tammy Bowman	4-(150)403-1720
Frances Day	7-(818)148-8622
Emily Pierce	0-(911)413-4377
Diana Williams	7-(372)411-0670
Betty Dixon	2-(402)058-9399
