Doris Washington	7-(502)158-6725
Margaret Harrison	9-(077)740-8339
Diana Reid	3-(554)755-1749
Katherine Reid	9-(449)596-4211
Evelyn Long	3-(363)938-5894
Judith Ortiz	3-(757)524-1669
Janet Stanley	2-(545)269-9767
Betty Lawrence	4-(443)383-3194
Angela Garcia	5-(447)696-5563
Ruth West	2-(654)699-8332
Ashley Walker	0-(718)891-2557
Donna Perkins	4-(494)574-1742
Anna Hall	6-(626)123-4918
Wanda Ruiz	3-(591)376-9745
Ann Fowler	1-(771)964-2050
Kimberly Gonzalez	4-(180)495-0305
Diana Hernandez	0-(385)942-7302
Sandra Burke	0-(583)551-3751
Jessica Sanders	0-(745)027-2099
Joyce Lawrence	5-(421)334-9706
Lori Marshall	9-(118)034-1481
Deborah Jenkins	4-(424)928-4075
Katherine Rose	5-(564)961-9367
Carolyn Burke	1-(425)411-1232
Julie Stephens	8-(483)191-2722
Theresa Price	0-(766)597-4354
Dorothy Weaver	5-(441)051-1234
Maria Rivera	1-(579)946-4694
Sharon Morales	7-(322)246-7852
Cheryl Bennett	2-(581)309-9183
Elizabeth Kennedy	3-(737)438-2488
Beverly Miller	7-(699)762-5299
Janet Elliott	8-(638)139-7266
Pamela Olson	4-(102)263-1215
Annie Webb	1-(186)636-5237
Ashley Knight	5-(178)925-9381
Louise Roberts	0-(512)521-5550
Kathryn Perkins	9-(336)828-7157
Irene Sanders	3-(915)022-7163
Cynthia Riley	7-(320)675-8871
Sarah Owens	9-(123)762-2289
Julia Cook	7-(956)975-2857
Tina Arnold	6-(550)688-6572
Nicole Wood	2-(784)882-5552
Denise Carr	9-(201)542-4453
Angela Wilson	0-(736)287-8745
Rachel Gonzalez	2-(639)712-0899
Julie Reynolds	3-(399)201-0472
Kelly Mitchell	9-(003)247-6654
Andrea Green	2-(836)679-7287
Debra Garcia	9-(126)269-9127
Jean Gonzalez	2-(300)885-9415
Maria Woods	2-(747)253-8616
Evelyn Phillips	7-(707)839-5769
Marie Green	5-(269)990-2423
Tina Banks	0-(104)157-3267
Denise Ramos	9-(866)964-8564
Ruby Romero	0-(305)125-9445
Ruby Bell	9-(366)641-7656
Virginia Flores	0-(613)007-6929
Tammy Taylor	6-(558)068-4363
Helen Griffin	3-(734)449-7589
Marilyn Nelson	7-(840)418-4217
Cheryl Ford	6-(812)156-1871
Karen Torres	6-(793)093-0454
Michelle Lewis	5-(737)725-5019
Christina Davis	0-(531)517-9544
Theresa Burns	6-(719)831-0512
Doris Powell	3-(971)506-8215
Laura Baker	4-(388)533-9467
Denise Simpson	7-(956)175-5225
Jane White	4-(693)466-7889
Ashley Hudson	8-(080)285-8997
Rebecca Cole	7-(017)176-2538
Amanda Snyder	7-(499)254-0424
Laura Harper	4-(874)731-6043
Frances Cox	3-(308)514-8527
Teresa Smith	5-(564)163-7107
Emily Garza	4-(090)890-5934
Lillian Spencer	7-(216)307-0485
Nicole Kelly	4-(247)495-6016
Joyce Ramirez	1-(911)118-7651
Mildred Lane	3-(616)606-3855
Jane Stanley	4-(418)145-4300
Catherine Gonzalez	2-(115)415-5546
Lisa Hunter	8-(835)459-2194
Ashley Larson	4-(663)428-0291
Jessica Allen	9-(756)962-9021
Christina Castillo	6-(503)765-9441
Susan Garcia	1-(627)864-2133
Wanda Duncan	3-(193)662-8628
Michelle Brooks	0-(534)877-2610
Ashley Mcdonald	7-(005)303-3464
Virginia Ramirez	9-(201)754-1119
Kathryn Flores	1-(872)490-3397
Amy Kim	8-(990)072-7322
Laura Hamilton	7-(234)662-1099
Tammy Shaw	1-(087)142-7750
Jean Dean	4-(251)480-8477
Laura Hart	9-(466)101-3313
Catherine Hanson	3-(047)547-4741
Janice Taylor	2-(747)854-5432
Betty Hill	6-(101)661-4225
Ashley Alvarez	2-(892)546-6601
Linda Payne	7-(690)884-0758
Teresa James	8-(399)595-3686
Lisa Martinez	5-(553)938-4680
Ruby Carter	0-(329)839-5890
Judith Flores	6-(326)976-8870
Marilyn Gilbert	5-(834)312-9815
Janice Mendoza	8-(261)101-2452
Sarah Jenkins	6-(874)156-7778
Janice Lewis	9-(691)770-0663
Susan Ruiz	9-(879)120-9157
Janice Carr	8-(332)678-1293
Christine Porter	5-(244)471-5229
Karen Bailey	1-(238)237-6720
Barbara Powell	9-(981)960-2513
Martha Howell	6-(416)521-1891
Karen Alvarez	3-(041)239-9210
Kimberly Wood	3-(949)185-8675
Martha Wood	2-(146)793-6669
Cheryl Meyer	6-(048)475-6969
Kathleen Wood	6-(169)103-9336
Joyce Reed	1-(584)936-0133
Teresa Thompson	3-(682)818-0700
Louise Anderson	4-(296)373-0510
Maria Ellis	9-(911)074-4067
Shirley Ford	5-(208)732-2502
Denise Moore	3-(185)466-7511
Christine Miller	9-(579)288-7025
Rachel Hunter	3-(370)369-4320
Wanda Long	2-(528)434-0259
Doris Robinson	6-(915)501-2539
Tina Cunningham	0-(984)159-9953
Judy West	2-(970)220-0349
Karen Fernandez	3-(182)556-8056
Diana Thomas	4-(171)354-4018
Norma Torres	0-(405)515-8035
Amy Moore	0-(242)747-1676
Rachel Hernandez	1-(175)693-3108
Joyce Webb	0-(648)865-6288
Gloria Fox	4-(258)498-9974
Theresa Ramirez	4-(163)179-3349
Evelyn Watson	3-(513)561-4322
Helen Gonzales	4-(886)972-2483
Mary Day	4-(686)309-0182
Rebecca Bradley	6-(360)524-1828
Carol Martinez	0-(848)793-6099
Wanda Meyer	5-(449)203-3659
Wanda Davis	4-(082)880-7888
Barbara Crawford	0-(269)925-5091
Cheryl Kennedy	9-(260)818-7042
Sandra Myers	8-(381)698-4443
Tammy Hansen	4-(012)187-7420
Christine Jenkins	6-(148)614-9351
Patricia Scott	6-(952)381-9753
Stephanie Phillips	2-(058)695-7389
Lillian Garza	5-(422)304-4902
Janice Mitchell	0-(558)048-1379
Paula Nichols	0-(095)373-6865
Michelle Gordon	7-(791)290-3394
Shirley Richards	1-(903)857-4571
Janice Edwards	4-(788)707-8294
Jennifer Reed	1-(626)745-5610
Paula Stevens	8-(205)166-7759
Wanda Moore	0-(635)121-1548
Mary George	4-(657)152-9527
Christine Hanson	3-(240)225-9744
Helen Jenkins	5-(819)591-1484
Jessica Henderson	3-(482)845-5413
Carol Reynolds	3-(737)276-6539
Ruth Fernandez	6-(816)206-6075
Cynthia Tucker	7-(137)296-0553
Diana Brooks	4-(580)429-9039
Deborah Harper	7-(668)909-9667
Laura Montgomery	3-(331)931-4324
Phyllis Reynolds	7-(846)422-8083
Mary Berry	8-(705)835-0975
Jennifer Burns	2-(216)532-7421
Paula Smith	9-(072)605-9513
Cynthia Woods	4-(078)228-6594
Kathy Mendoza	1-(502)330-1235
Debra Sanchez	5-(336)937-7186
Christina Peterson	9-(396)188-4406
Jessica Ramos	0-(116)467-0813
Mildred Hamilton	5-(346)340-0772
Sandra Carr	0-(277)359-9227
Rose Lewis	5-(912)717-0153
Julie Meyer	5-(365)667-9879
Laura Berry	1-(570)210-7376
Evelyn Harris	0-(046)310-2620
Kimberly Torres	2-(421)110-9962
Beverly Little	7-(411)237-2385
Teresa Simpson	9-(324)889-4584
Karen Oliver	5-(046)358-7535
Kimberly West	0-(928)829-6576
Marilyn Martin	2-(679)522-6775
Linda Mills	5-(436)579-8849
Susan Richardson	2-(454)468-5484
Sandra Smith	1-(823)012-6905
Kelly Lee	7-(190)419-6637
Cynthia Lewis	4-(384)958-6365
Virginia Coleman	6-(523)618-2783
Marie Grant	7-(983)086-1988
Norma Sanchez	8-(045)388-2010
Nicole Allen	9-(349)789-0776
Mary Chapman	4-(757)971-0240
Rose Garza	4-(684)718-6780
Christine Romero	2-(992)981-0281
Teresa Moore	4-(385)415-8094
Ann Montgomery	4-(043)875-5366
Joyce Porter	2-(208)936-9383
Dorothy Hansen	2-(088)409-9155
Heather Shaw	8-(524)636-0940
Christine Fuller	4-(543)466-6819
Doris Olson	7-(186)599-2433
Heather Harper	6-(110)099-6784
Kathryn Fox	6-(534)911-5541
Susan Johnston	5-(631)948-2912
Jean Ramos	6-(292)872-7865
Christine Lane	8-(868)349-4272
Gloria Owens	0-(314)692-0245
Helen Fields	2-(251)675-4775
Evelyn Morrison	6-(712)675-0037
Martha Spencer	7-(078)947-2528
Christine Washington	2-(774)649-9067
Jacqueline Thomas	9-(472)515-1124
Lois Schmidt	1-(352)802-5763
Kimberly Scott	5-(968)955-0697
Katherine Reed	5-(047)053-6465
Cynthia Alvarez	1-(226)943-6447
Betty Ross	1-(379)001-7791
Bonnie Cooper	9-(043)145-3738
Katherine Parker	3-(159)705-9175
Rachel Burton	4-(782)059-1691
Maria Johnston	3-(551)507-2391
Ashley Torres	9-(586)789-0654
Evelyn Wallace	3-(227)986-1487
Christina Cruz	9-(333)378-5450
Kelly Rice	7-(279)110-0211
Judy Peters	4-(594)148-1908
Martha Romero	3-(221)474-0785
Beverly Brooks	3-(222)860-1768
Ruth Simmons	0-(315)403-4749
Doris Gray	0-(820)170-8440
Alice Shaw	1-(949)916-3984
Teresa Rivera	9-(109)798-8020
Andrea Boyd	0-(301)242-9910
Bonnie Moore	3-(892)011-9230
Amy Morris	5-(300)089-0660
Kimberly Robinson	8-(726)451-3150
Phyllis Richardson	8-(723)935-6716
Jennifer Perez	4-(823)421-2729
Alice Harper	5-(789)106-1518
Amanda Johnson	5-(428)642-2713
Ashley Henderson	7-(468)707-9919
Heather Cook	2-(437)091-4488
Lillian Morris	0-(685)390-9983
Doris Ellis	0-(306)584-9082
Rachel Wells	3-(369)114-7294
Joan Mills	1-(436)202-6139
Dorothy Morris	0-(659)729-1153
Frances Peters	8-(882)840-2950
Helen Palmer	3-(428)328-4433
Brenda Daniels	0-(303)118-7238
Jessica Medina	1-(768)968-9719
Lori Larson	4-(065)973-2698
Christine Nichols	0-(505)070-0740
Ann Hansen	7-(721)562-6320
Judith Evans	8-(438)022-2598
Pamela Alvarez	0-(167)406-5883
Margaret Ramirez	8-(476)612-6655
Lisa Rogers	6-(657)911-4019
Joyce Hawkins	7-(876)653-9492
Joan Stevens	3-(262)672-9694
Lillian Spencer	1-(188)515-2017
Irene Matthews	4-(741)131-5785
Janice Gibson	2-(654)369-9072
Joyce Stewart	4-(097)777-1953
Betty Gilbert	4-(054)200-1296
Lisa Mccoy	6-(851)101-1827
Shirley Butler	4-(596)843-2439
Elizabeth Jenkins	8-(953)548-2545
Lisa Webb	1-(161)021-1713
Virginia Payne	4-(353)438-9188
Evelyn Bennett	3-(369)750-0343
Beverly Nguyen	5-(361)700-5244
Linda George	5-(583)002-3082
Joyce Thompson	4-(436)246-5323
Nancy Hernandez	6-(087)418-1111
Diane Freeman	3-(476)672-3399
Diane Andrews	7-(698)774-0800
Gloria Alexander	9-(471)644-3002
Lois Garcia	5-(712)927-5455
Mary Garrett	7-(708)806-7469
Patricia Flores	6-(329)157-0769
Rose Gibson	5-(158)178-1795
Julie Johnston	9-(483)233-0624
Carolyn Carroll	1-(750)020-7750
Janice White	6-(302)626-1723
Nancy Simpson	4-(682)229-5867
Louise Gilbert	3-(268)932-1913
Sharon Anderson	6-(271)413-5593
Joan Berry	1-(988)439-6325
Stephanie Olson	0-(123)062-2610
Margaret Robinson	2-(846)717-4633
Kathryn Roberts	7-(384)451-0616
Christine Bell	4-(165)091-6022
Sharon Mcdonald	7-(427)579-2474
Barbara Fox	9-(307)460-2605
Kathy Cook	2-(100)552-0407
Cynthia Snyder	4-(919)747-7302
Joan Chavez	5-(978)130-0279
Robin Reid	7-(470)082-0737
Nancy Washington	6-(401)570-6761
Christina Gutierrez	0-(192)628-9424
Ashley Sanders	9-(681)525-5272
Julia Meyer	4-(092)830-3084
Anne Alexander	4-(281)069-8126
Donna Long	6-(511)504-2536
Michelle Long	0-(844)334-5442
Wanda Roberts	0-(075)354-5471
Elizabeth Frazier	6-(689)620-2574
Cynthia Fowler	1-(786)685-4013
Bonnie Elliott	0-(541)966-8802
Judith Flores	5-(863)506-3176
Nicole Wilson	5-(952)797-5566
Donna West	0-(005)798-3330
Evelyn Payne	6-(540)969-9551
Diana Little	9-(135)603-9401
Lori Harrison	3-(817)871-9233
Evelyn Cruz	0-(004)888-9173
Beverly Harrison	2-(951)137-2729
Patricia Freeman	5-(750)136-2539
Jacqueline Murray	2-(183)866-5835
Linda James	6-(910)159-4743
Karen Rivera	4-(156)870-9426
Jacqueline Woods	0-(024)939-1859
Ruby Watson	8-(596)696-7992
Mildred Price	0-(439)311-9724
Amy Ruiz	0-(309)237-0979
Frances Dean	1-(000)459-7646
Anne Flores	2-(923)696-7499
Tina Moreno	7-(317)969-9702
Deborah Peterson	3-(742)965-1981
Michelle Hunt	2-(516)996-3475
Ann Rodriguez	1-(945)530-7387
Tina Gilbert	1-(557)820-0417
Doris Powell	3-(852)004-9669
Kathryn Hudson	6-(948)501-0110
Jennifer Watkins	8-(937)889-7374
Jean Rose	1-(193)226-3909
Lisa Morgan	9-(167)425-8971
Tina Cruz	2-(450)855-6197
Donna Gonzales	6-(492)769-8594
Anne Larson	0-(672)915-8486
Mary Rodriguez	1-(240)826-7150
Donna Adams	3-(008)678-4830
Frances Larson	1-(401)969-2617
Amanda Banks	4-(367)639-4483
Andrea Hunt	6-(682)253-9455
Amanda Cooper	5-(325)899-4707
Stephanie Lewis	7-(094)835-2606
Rachel Wells	3-(180)342-3683
Kathy Wallace	8-(456)737-3163
Brenda Moreno	7-(209)215-9641
Virginia Fowler	4-(682)588-8808
Betty Reed	0-(315)352-8384
Virginia Woods	2-(404)661-0416
Linda Perez	6-(582)399-1935
Andrea Evans	7-(566)693-0222
Amanda Rice	5-(841)201-6070
Lori Hughes	2-(822)873-3168
Doris Harris	2-(944)020-1487
Linda Dunn	3-(601)641-1260
Judy Young	5-(219)550-8727
Ann Murphy	2-(091)410-6840
Mary Ford	0-(475)770-7122
Irene Watkins	1-(154)188-9448
Kathryn Garrett	4-(874)762-5362
Tina Fowler	8-(904)766-3153
Joyce George	5-(710)936-4661
Theresa Oliver	8-(959)346-9473
Ashley Reid	4-(783)801-4258
Jean Bailey	5-(822)386-8235
Emily Johnson	3-(252)941-6823
Lois Parker	6-(670)933-9437
Karen Martin	9-(762)100-3671
Jacqueline Gordon	7-(953)245-3680
Paula Ramirez	1-(199)637-0258
Doris Long	9-(498)869-6258
Julie Cox	0-(214)314-3799
Janet Johnson	7-(429)905-2981
Evelyn Green	6-(021)835-1798
Linda Reid	2-(742)779-4995
Andrea Gomez	8-(656)849-6759
Joan Chavez	0-(812)158-8892
Kathryn Gray	9-(913)182-9540
Shirley Andrews	6-(983)412-4186
Christina Jacobs	9-(214)693-0601
Irene Garcia	3-(185)209-7447
Betty Hart	2-(918)876-7102
Tammy Vasquez	2-(375)684-7158
Joyce Edwards	9-(234)188-8546
Jacqueline Ramos	3-(474)222-4481
Nancy Banks	7-(999)742-6445
Lisa Brooks	2-(873)266-3804
Andrea Dunn	0-(076)772-6402
Maria Howell	0-(999)372-1879
Pamela Anderson	4-(800)375-4863
Julie Daniels	7-(807)284-8225
Deborah Howard	2-(883)215-7722
Jane Washington	3-(940)116-3394
Katherine Morales	5-(676)484-7361
Ashley Johnson	7-(950)598-3805
Amanda Hicks	0-(034)998-9716
Susan Castillo	5-(953)163-6827
Lillian Peterson	9-(041)518-8647
Jacqueline Peters	4-(115)690-0744
Virginia Rogers	0-(372)143-2626
Elizabeth Wright	2-(608)756-9943
Janice Bell	5-(166)154-0157
Cynthia Patterson	9-(444)769-7541
Nancy Gonzalez	3-(414)091-1331
Nancy Long	0-(526)883-1616
Karen Graham	5-(715)048-1840
Nancy Kelly	9-(427)145-1333
Gloria Adams	0-(218)532-8373
Anne Pierce	3-(077)672-8470
Deborah Kelly	0-(477)495-3383
Sandra Greene	9-(236)283-3430
Carol Stephens	9-(456)112-8640
Nancy Spencer	4-(585)559-4825
Christine Watkins	4-(132)054-0455
Phyllis Elliott	4-(264)308-3284
Patricia Montgomery	2-(283)282-4860
Mildred Green	6-(482)438-8894
Emily Wallace	0-(604)316-4204
Marilyn Cooper	4-(917)253-5244
Lois Johnson	0-(872)503-7978
Amy Bowman	8-(292)437-1519
Sandra Nichols	5-(710)265-2549
Katherine Lynch	0-(278)133-1886
Frances Myers	7-(628)692-3929
Pamela Bryant	0-(106)041-3617
Jacqueline Johnson	1-(686)840-3480
Christina Young	7-(073)974-3254
Kathleen Weaver	9-(409)323-1718
Lois Fisher	5-(305)330-6229
Denise Rodriguez	9-(789)896-8956
Rebecca Griffin	5-(203)538-4564
Julie Lawson	3-(477)966-5781
Kimberly Dunn	3-(703)014-7554
Annie Bryant	1-(844)244-4858
Anne Franklin	9-(772)582-6181
Sara Hayes	8-(042)939-9184
Jane Lopez	7-(437)010-6839
Tina Kelley	1-(699)862-1273
Mary Miller	2-(445)283-5535
Kimberly Gordon	1-(238)860-8237
Helen Porter	4-(066)021-2837
Sharon Fowler	7-(026)936-4293
Janice Black	3-(959)341-2954
Louise Rivera	8-(346)466-1727
Karen Fernandez	8-(385)414-5955
Sarah Simpson	6-(870)288-4510
Barbara Cruz	9-(255)069-9339
Carol Myers	9-(781)566-8448
Marie Medina	6-(844)056-4193
Anne Morris	9-(997)319-2093
Jacqueline Martin	0-(533)696-2797
Lois Marshall	4-(222)891-5620
Anne Black	4-(305)652-7392
Ruby Hawkins	9-(934)261-8868
Ruby Oliver	7-(606)360-9318
Julie Perkins	3-(313)654-4225
Elizabeth Bailey	4-(221)242-7986
Bonnie Rose	2-(831)662-2045
Barbara Cruz	6-(455)224-1374
Lori Clark	0-(720)173-9779
Gloria Stephens	5-(425)330-4871
Jean Harrison	8-(307)452-2479
Doris Young	4-(174)506-8565
Helen Ross	1-(618)672-2267
Wanda Bishop	8-(077)189-5434
Amanda Daniels	4-(184)514-1194
Sarah Gibson	4-(947)833-3277
Kathryn Diaz	4-(982)670-7558
Ashley Miller	4-(064)233-5653
Joan Robinson	3-(791)157-8219
Rose Walker	2-(672)555-1003
Kelly Howell	6-(883)035-9962
Denise Stone	7-(172)135-2974
Dorothy Martin	0-(974)887-8743
Jacqueline Kim	8-(463)039-6798
Patricia Ramos	0-(125)250-0203
Betty Reed	9-(738)340-6206
Denise Moore	0-(822)774-2436
Teresa Nguyen	9-(547)700-6244
Anne Stephens	8-(802)996-5540
Margaret Jackson	4-(251)216-5019
Marie Snyder	9-(387)882-4099
Debra Foster	1-(714)917-3088
Rose Reed	3-(456)757-6651
Dorothy Powell	7-(899)872-4269
Lois Flores	4-(554)325-6050
Louise Mcdonald	8-(023)049-0894
Rachel Ruiz	7-(170)260-5409
Mildred Graham	5-(678)688-9085
Jane Ray	2-(340)736-6507
Linda Alvarez	8-(224)924-1946
Jean Garcia	7-(366)089-3728
Cheryl Garza	5-(078)530-8143
Shirley Armstrong	3-(059)873-8384
Brenda Edwards	6-(847)268-3128
Kathleen Mcdonald	5-(462)546-9615
Cheryl Baker	5-(892)631-2905
Nicole White	7-(894)091-4687
Patricia Foster	1-(340)279-8019
Lillian Matthews	0-(975)041-8308
Lois Rivera	4-(923)686-7466
Doris Hall	4-(715)108-1452
Patricia Willis	9-(954)769-4453
Betty Evans	2-(889)000-5976
Susan Evans	6-(992)397-8383
Karen Fisher	2-(316)623-0787
Sarah Bradley	6-(577)965-4660
Ruth Hansen	4-(819)682-8947
Janice Burke	1-(150)294-1859
Kathy Ferguson	9-(522)161-9349
Irene Adams	1-(699)329-4537
Margaret Mason	6-(525)839-1635
Irene Collins	0-(156)048-6888
Barbara Griffin	3-(640)437-1775
Tammy Gordon	9-(676)953-5283
Ann Cunningham	0-(169)486-0499
Michelle Burke	6-(723)351-6730
Julia Reynolds	0-(435)429-2796
Patricia Hamilton	9-(627)397-7254
Andrea Johnston	8-(279)107-6409
Christina Perez	5-(944)306-5809
Sandra Payne	0-(375)955-5674
Joyce Hudson	1-(304)826-5567
Sandra Reynolds	7-(811)099-3512
Lisa Hall	8-(212)927-8766
Dorothy Sullivan	0-(976)203-6594
Evelyn Davis	9-(788)647-5433
Jean Anderson	8-(559)632-9737
Maria Moreno	1-(775)625-3531
Diane Schmidt	5-(081)187-5492
Annie Henry	4-(454)381-2101
Norma Gray	9-(076)476-3621
Judy Sims	8-(675)075-9552
Anna Foster	7-(613)015-5291
Jacqueline Austin	5-(778)298-5083
Stephanie Carr	1-(801)771-7276
Judy Payne	4-(614)135-3407
Sara Martin	1-(506)627-0153
Cheryl James	2-(409)671-0374
Sandra Wheeler	3-(956)597-4992
Rachel Ross	8-(721)214-2124
Rose Roberts	5-(097)994-2342
Doris Freeman	0-(462)905-5611
Jean Gutierrez	1-(159)731-8022
Elizabeth Sanchez	4-(975)275-1877
Debra Turner	3-(778)876-4584
Lori Long	6-(117)320-5390
Jacqueline Torres	7-(849)851-6712
Gloria Johnston	0-(451)243-0102
Amy Edwards	5-(973)803-2439
Norma Harvey	5-(380)745-8061
Kathleen Perez	5-(695)519-9576
Rose Phillips	0-(207)770-0830
Tina Hanson	4-(797)431-5980
Debra Chavez	2-(392)647-9477
Kathleen Brown	8-(233)653-1428
Janet Bryant	7-(596)333-5385
Irene Richards	0-(948)729-7795
Kelly Fuller	8-(745)521-9449
Laura Fox	8-(445)934-0851
Anna Brooks	8-(041)268-4944
Mildred Stanley	3-(549)003-3106
Patricia Larson	9-(059)511-5074
Doris Reynolds	3-(528)959-9296
Beverly Vasquez	3-(180)843-4112
Kathryn Larson	6-(384)344-7497
Margaret Banks	8-(154)400-6223
Barbara Parker	3-(338)895-7547
Catherine Parker	6-(732)654-5956
Emily Ward	0-(293)021-1444
Bonnie Adams	0-(986)650-5182
Rebecca Ellis	3-(354)634-0250
Heather Fernandez	0-(062)763-0341
Julia Banks	3-(230)248-1203
Virginia Murray	7-(076)776-9079
Nicole Holmes	7-(404)288-9434
Elizabeth West	2-(603)424-5581
Tina Carter	5-(650)800-8930
Marie Hanson	5-(405)545-4993
Virginia Riley	1-(675)938-7921
Norma Cruz	1-(694)935-4928
Elizabeth Collins	5-(100)617-7852
Rebecca Payne	3-(844)228-7441
Evelyn Harper	4-(310)190-9530
Nancy Chapman	4-(911)564-5698
Joan Marshall	5-(204)268-8009
Linda Hall	0-(732)904-7893
Gloria Reyes	8-(163)904-9302
Annie Henderson	6-(850)847-1812
Maria Hawkins	3-(129)532-5326
Brenda Franklin	4-(421)840-4527
Nicole Black	3-(261)697-6972
Deborah Bryant	2-(874)692-1966
Deborah Banks	1-(687)244-9071
Mildred Jackson	7-(521)677-3221
Kathryn Morrison	9-(239)980-6674
Diane Wilson	5-(543)922-6672
Michelle Duncan	2-(305)012-2216
Sara Thompson	3-(821)712-8617
Julia Roberts	3-(484)021-9053
Jessica Gordon	2-(643)747-6576
Rebecca Foster	2-(138)712-3421
Jessica Day	4-(519)489-7416
Virginia Day	9-(587)005-9417
Deborah Robinson	2-(234)692-6318
Christine Porter	1-(699)687-5350
Tina Flores	3-(927)340-0416
Beverly Rivera	5-(419)931-9279
Julia Dunn	6-(407)302-4879
Joan Peterson	4-(832)854-5895
Kimberly Hanson	4-(726)373-0324
Marie Cunningham	3-(734)922-8295
Sandra Williamson	0-(778)650-5514
Jean Burke	8-(496)273-5997
Amanda Olson	6-(647)389-6123
Mary Williamson	7-(294)394-9396
Christina Moore	3-(617)526-8087
Christine Carr	0-(598)552-4959
Tammy Brooks	7-(167)021-6280
Deborah Morgan	0-(685)168-6704
Sarah Hill	1-(497)358-4018
Shirley Sullivan	4-(832)218-6576
Sharon Hunt	1-(939)606-7186
Irene Sullivan	5-(571)778-3270
Kimberly Jones	5-(321)581-2605
Mildred Bell	0-(763)072-5354
Judy Cook	3-(160)212-2005
Jacqueline Cook	7-(753)907-1328
Gloria Miller	7-(501)229-1208
Kimberly Hunter	0-(844)219-1590
Teresa Brown	7-(739)138-1452
Linda Powell	4-(545)225-3844
Nancy Holmes	1-(528)040-3907
Diane Howell	9-(793)074-3121
Lillian Brown	0-(869)118-9179
Gloria Lawson	8-(839)108-3146
Theresa Hicks	5-(826)480-9385
Frances Welch	6-(743)901-4852
Gloria Jackson	5-(179)662-7201
Virginia Cunningham	7-(095)500-3825
Judith Rivera	6-(238)293-6908
Kathryn Jones	8-(192)511-3949
Alice Collins	8-(062)458-5134
Heather Harrison	6-(097)193-4936
Marilyn Ortiz	7-(934)045-3837
Sarah Weaver	4-(844)296-1197
Julie Wheeler	8-(964)668-7561
Robin Kelley	5-(790)443-5649
Michelle Cook	1-(184)186-3698
Diane Robertson	0-(821)146-8846
Mary Jackson	7-(859)933-1769
Anne Fuller	8-(818)420-8739
Marilyn Nelson	2-(782)676-8194
Alice Willis	3-(872)604-2695
Nancy Kelley	4-(217)863-8984
Sharon Matthews	8-(890)641-9479
Angela Gutierrez	2-(233)935-1500
Sara Lawson	4-(312)703-3294
Joyce Cox	8-(781)656-0319
Donna Crawford	7-(851)959-5197
Brenda Gilbert	4-(292)036-6501
Phyllis Jacobs	2-(794)653-6960
Patricia Harvey	9-(614)605-9780
Cheryl Chapman	1-(697)434-3425
Linda Stevens	2-(937)324-1365
Lori Riley	6-(609)940-2150
Catherine Bennett	1-(392)808-1012
Kathryn Miller	4-(690)932-6527
Wanda Burns	7-(440)011-3196
Diane Williamson	0-(726)947-2283
Mildred Long	0-(732)515-1537
Jennifer Rogers	9-(254)791-9685
Irene Hicks	0-(933)901-1927
Katherine Evans	5-(033)215-5157
Patricia Bowman	3-(582)875-2326
Denise Martinez	9-(107)826-6862
Jacqueline Miller	7-(664)882-2054
Tina Cook	6-(009)636-6160
Jean Diaz	0-(606)870-4408
Cheryl Kelly	1-(855)455-9113
Marilyn Garcia	6-(042)613-2045
Christina Morrison	1-(742)999-9828
Mary Lewis	7-(790)352-7070
Rebecca George	8-(026)055-5354
Mildred Snyder	6-(371)361-2934
Sarah Ward	9-(555)636-6846
Sharon Cox	3-(610)682-3283
Mildred Robertson	7-(611)857-6685
Julie Peterson	2-(065)355-3713
Helen Howard	3-(565)074-8905
Melissa Jordan	0-(990)561-2632
Catherine Frazier	7-(128)960-6792
Melissa Johnson	9-(084)414-8168
Catherine Hawkins	0-(397)906-2820
Helen Vasquez	7-(664)827-1081
Bonnie King	0-(505)605-3230
Christina Pierce	3-(762)646-0600
Rachel Rogers	3-(158)275-5084
Michelle Cunningham	3-(848)828-8030
Janet Coleman	9-(288)078-8209
Kimberly Schmidt	9-(069)660-1098
Jane Patterson	6-(162)625-4501
Rachel Sanchez	6-(326)069-8039
Emily Jackson	7-(043)267-1937
Theresa Hayes	9-(358)737-9029
Christina Ward	1-(509)531-2280
Julie Porter	0-(946)549-4700
Melissa Sanders	8-(949)611-6293
Lori Pierce	8-(942)723-9146
Kathy Fuller	9-(575)484-9562
Jessica Pierce	7-(224)341-4333
Lori Boyd	6-(789)874-5821
Tammy Chapman	3-(857)119-3242
Nicole Jordan	9-(682)978-7129
Jane Peters	2-(931)310-0879
Jennifer Olson	6-(844)975-6817
Jennifer Harrison	6-(622)696-0446
Jacqueline Garrett	8-(354)512-5792
Doris Johnston	5-(199)159-2204
Pamela Baker	3-(604)747-5536
Angela Franklin	2-(900)270-1663
Michelle Berry	2-(595)699-7027
