Jane Hayes	2-(643)886-5222
Robin Dunn	2-(072)718-3074
Kathy Ramos	5-(234)703-9263
Phyllis Anderson	9-(719)257-2743
Pamela Butler	9-(787)879-8174
Maria Romero	7-(402)013-7879
Sarah Jacobs	7-(324)295-2141
Brenda Welch	5-(025)526-0005
Diane Walker	5-(960)990-5493
Elizabeth Wells	1-(810)030-0670
Mary Matthews	8-(858)622-1533
Margaret Jones	6-(081)790-9948
Diane George	8-(516)541-7011
Laura Garza	2-(981)934-9184
Lisa Palmer	0-(849)501-9924
Amy Mccoy	2-(845)468-4979
Carol Bowman	0-(503)125-1642
Maria Jones	3-(102)658-7697
Jean Bowman	9-(510)778-0773
Ann Anderson	5-(764)357-0663
Robin Dixon	4-(246)673-6592
Donna Medina	2-(613)882-3533
Ann Lynch	2-(912)885-9899
Jean Duncan	3-(410)504-2465
Melissa Rogers	1-(903)603-1105
Marilyn Gutierrez	3-(265)019-2980
Laura Mendoza	4-(140)631-6993
Angela Stevens	7-(696)732-2197
Sandra Moore	9-(969)407-4222
Michelle Marshall	7-(170)154-9399
Marilyn Edwards	6-(394)201-3355
Amy Hawkins	8-(242)484-5705
Phyllis Collins	2-(231)374-2075
Christina White	9-(426)046-0632
Helen Mcdonald	3-(030)838-5010
Rachel Hall	9-(723)374-8374
Judith Ruiz	4-(268)382-7636
Karen Gibson	5-(680)230-0388
Andrea Sanders	6-(870)789-0142
Catherine Perez	9-(865)948-7963
Anna Wheeler	0-(576)138-6362
Alice Watkins	5-(652)234-0394
Christina Jacobs	6-(518)028-4587
Kimberly Smith	3-(309)214-5685
Kathleen Henderson	5-(434)610-7281
Rachel Watson	9-(239)115-5143
Bonnie Webb	9-(301)695-0399
Tammy Thompson	6-(909)861-2427
Andrea Ford	1-(767)468-4163
Joan Garrett	7-(801)649-1616
Dorothy Patterson	7-(325)392-6143
Debra Cook	0-(737)851-4421
Lois Brooks	8-(864)155-6094
Virginia Peters	4-(756)509-0840
Frances Smith	4-(455)551-8598
Catherine Mendoza	0-(905)569-7773
Marie Elliott	1-(255)876-1132
Stephanie Perkins	8-(560)680-1436
Laura Howard	3-(396)547-2347
Marilyn Mccoy	4-(849)491-3068
Janice Weaver	2-(124)597-0084
Cheryl Meyer	4-(308)436-8041
Ruth Murphy	4-(665)583-0700
Karen Watson	0-(628)507-6751
Sandra Larson	8-(616)848-7706
Joyce Freeman	9-(931)565-9805
Amy Sims	7-(260)523-5277
Lori Morales	4-(992)581-4985
Amy Clark	6-(352)083-9072
Ashley Tucker	8-(535)585-3059
Jane Bowman	8-(437)350-7802
Stephanie Bennett	1-(624)701-2856
Phyllis Hernandez	0-(130)872-0389
Rose Marshall	3-(682)147-9990
Margaret Phillips	0-(820)823-5466
Lisa Peters	2-(668)285-4230
Marilyn Phillips	7-(113)186-0617
Joan Taylor	9-(378)236-4146
Melissa Porter	3-(087)090-8166
Jennifer Hayes	1-(838)477-0019
Jessica Wilson	4-(762)138-7939
Karen Henderson	6-(458)412-7608
Jean Lawson	7-(369)740-1358
Julie Richards	7-(351)298-5634
Frances Murphy	8-(862)538-4777
Ashley Turner	1-(145)107-5453
Elizabeth Gordon	8-(404)662-0028
Sharon Alvarez	9-(158)888-7540
Rebecca Webb	4-(775)715-5622
Sarah Shaw	0-(845)170-2282
Alice Watkins	2-(101)560-7288
Ruby Woods	3-(935)132-2207
Cynthia Lawrence	1-(365)270-1188
Kelly Moreno	0-(449)683-2877
Virginia Dixon	0-(692)552-8766
Deborah Reed	9-(910)978-3652
Joan Garza	8-(644)765-4815
Diana Boyd	3-(758)735-0706
Christina Dixon	9-(577)320-1582
Marilyn Morrison	1-(079)368-7700
Mary Perez	1-(654)380-2424
Martha Fowler	8-(210)399-7578
Kelly Johnston	8-(837)690-3726
Nicole Collins	3-(658)692-6061
Melissa Crawford	8-(016)678-3209
Sara Cruz	9-(300)034-4289
Jean Howard	0-(445)332-1700
Lori Foster	7-(778)287-3502
Kimberly Fisher	9-(587)188-3936
Julie Burke	7-(083)355-2912
Jessica Oliver	4-(501)742-4265
Janet Freeman	2-(406)945-9048
Julia James	4-(720)731-9887
Rebecca Cruz	4-(132)420-9257
Christina Reid	0-(697)288-2135
Denise Bell	2-(279)978-0885
Martha Cole	9-(476)061-7154
Nancy Ryan	0-(689)502-4612
Mildred Knight	4-(041)437-5291
Kathryn Roberts	0-(201)483-9332
Jessica Edwards	4-(751)886-3585
Kelly Torres	8-(239)209-9456
Katherine Edwards	2-(840)009-8360
Paula Bishop	3-(722)798-6567
Marilyn Morrison	8-(246)425-6719
Sharon Coleman	3-(451)846-1001
Teresa Martin	4-(044)023-5455
Lori Foster	9-(082)957-2378
Lois Wells	4-(994)900-7489
Donna Carter	5-(671)128-3672
Paula Chavez	6-(240)165-3756
Lori Riley	8-(096)940-8454
Kelly Gonzalez	0-(675)544-8962
Christine Ray	4-(714)350-6471
Laura Murray	5-(961)865-5167
Amy Hall	7-(915)474-6234
Beverly Martin	1-(162)131-4055
Joan Alvarez	1-(429)557-0575
Lori Lee	5-(646)897-4408
Kimberly Burns	7-(107)759-5836
Sandra Cruz	7-(027)369-8853
Christine Young	3-(905)909-6158
Julia Porter	7-(540)484-9769
Christine Morgan	1-(802)157-6824
Tammy Baker	4-(694)606-6396
Judy Johnson	7-(168)807-8643
Christina Fields	0-(959)511-7697
Lois Hunter	6-(377)855-1234
Marilyn Ryan	2-(800)405-2332
Bonnie Harris	2-(422)433-8889
Virginia Bowman	7-(214)923-2813
Karen Fernandez	1-(636)057-6447
Maria Watson	5-(786)219-7334
Jennifer Watkins	6-(469)221-1526
Betty Austin	7-(730)367-9490
Diana Morrison	2-(960)155-2063
Jessica Wallace	4-(378)439-9843
Ashley Ortiz	3-(678)921-9041
Angela Austin	9-(484)893-2454
Lori Hughes	6-(297)286-2423
Doris Coleman	0-(113)602-9193
Teresa Howard	8-(441)142-6359
Shirley Foster	3-(686)873-9922
Frances Scott	3-(514)987-8951
Lori Cole	9-(721)452-3463
Wanda Ramos	0-(355)951-6608
Evelyn Cooper	1-(134)191-9861
Laura Gutierrez	9-(076)134-6609
Diane Burns	0-(957)738-7673
Michelle Washington	5-(008)202-5181
Catherine Hansen	7-(244)866-3738
Jennifer King	6-(136)979-0068
Stephanie Hansen	9-(785)938-3441
Cynthia Henderson	1-(606)266-2801
Kathy Hawkins	4-(877)813-6518
Katherine Rogers	1-(896)593-3603
Margaret Harvey	3-(605)593-6705
Sarah Moore	4-(015)629-0039
Lori Stanley	1-(115)559-5923
Jane Morgan	4-(324)141-7463
Phyllis Morales	3-(992)493-7384
Janice Gray	6-(818)825-0673
Cheryl Howard	0-(650)878-7290
Sarah Bradley	1-(309)814-6826
Carolyn Hunt	8-(688)122-2916
Anne Howard	4-(575)003-5724
Irene Nguyen	0-(617)107-1174
Ruby Sullivan	9-(802)342-2334
Jennifer Cox	1-(034)967-4203
Alice Banks	9-(525)756-7749
Cheryl Adams	3-(164)639-6005
Lois Washington	5-(423)166-4221
Debra Rodriguez	4-(312)475-6334
Robin Crawford	4-(612)011-6494
Karen Willis	4-(522)301-9081
Jacqueline Weaver	9-(093)277-4624
Catherine Wells	1-(898)115-7570
Carolyn Adams	2-(416)142-0058
Sarah Fox	7-(966)785-8197
Virginia Matthews	5-(449)153-5123
Norma Stevens	8-(677)953-3174
Jennifer Larson	8-(415)494-4498
Rachel Carter	6-(304)726-7478
Stephanie Fields	3-(639)032-1176
Stephanie Adams	2-(035)101-8887
Theresa Hughes	2-(822)522-3212
Carol Burns	9-(872)804-3691
Rebecca Dixon	4-(161)941-0858
Tammy Murray	3-(060)345-7078
Wanda Walker	5-(749)581-1892
Diane Fisher	4-(627)658-7213
Lois Jones	3-(786)906-0921
Louise Allen	6-(171)893-8093
Julia Lee	6-(717)911-3683
Rebecca Lewis	6-(198)058-8171
Evelyn Matthews	0-(724)549-1369
Tina Marshall	8-(964)511-2421
Kathryn Adams	2-(011)516-4046
Mildred Castillo	4-(326)314-2897
Ann Gilbert	2-(017)407-8605
Jane Jordan	5-(391)438-8734
Pamela Baker	6-(676)868-8264
Emily Palmer	4-(850)205-5907
Jessica Fuller	7-(004)029-2680
Jessica Greene	3-(396)696-2630
Amanda Miller	1-(504)212-3794
Diana Hansen	9-(771)483-8377
Kelly Morales	5-(973)019-9190
Betty Henry	2-(722)879-5645
Jean Butler	1-(695)863-2641
Susan Evans	8-(959)326-8238
Irene Larson	3-(804)567-3533
Margaret Wood	2-(131)150-9831
Stephanie Rodriguez	8-(280)936-5568
Judith Gomez	0-(480)995-9522
Rose Howard	1-(994)527-2811
Julia Jones	8-(573)601-1775
Pamela Chapman	9-(774)912-8801
Stephanie Walker	7-(604)709-6221
Ruth Shaw	9-(922)785-1956
Betty Williams	7-(608)523-5198
Cheryl Crawford	8-(858)526-3746
Doris Perkins	7-(691)967-0327
Laura Fowler	5-(408)485-1475
Paula Wilson	3-(981)381-6291
Rachel Burton	4-(154)378-6321
Lori Russell	0-(015)471-7401
Amanda Rice	0-(957)597-4867
Phyllis Ford	2-(377)204-0103
Gloria Hughes	3-(748)024-9392
Jane Arnold	1-(618)087-8617
Jane Reed	1-(808)067-2302
Julie Henry	5-(959)667-0184
Beverly Arnold	9-(555)319-1727
Jennifer Harvey	7-(083)034-5192
Amanda Harper	3-(769)979-9030
Lois Frazier	2-(240)268-1887
Rose Reed	6-(710)177-4384
Kathleen Boyd	1-(274)122-8540
Alice Stewart	3-(054)846-7226
Barbara Fowler	5-(943)118-8805
Diane Taylor	9-(836)369-9048
Kathryn Morrison	2-(546)399-4017
Maria Lewis	3-(606)955-7666
Betty Hernandez	3-(335)364-9785
Judith Freeman	4-(564)257-9001
Julia Chavez	9-(349)453-6804
Diane Harrison	9-(318)296-1107
Kelly Carpenter	7-(539)895-4063
Mary Gilbert	6-(499)371-0825
Doris Wheeler	7-(392)856-4718
Bonnie Hawkins	1-(912)215-6426
Paula Rodriguez	8-(160)872-8893
Rebecca Sims	6-(598)251-2079
Julie Hughes	2-(302)310-9798
Virginia Wallace	2-(896)007-6548
Carolyn Ross	4-(996)787-8501
Annie Watkins	8-(244)808-4765
Michelle Nelson	9-(981)505-2046
Sara Jackson	5-(056)454-8056
Joyce Ross	8-(040)206-5951
Katherine Lawrence	7-(253)554-7752
Barbara Moreno	0-(505)134-4642
Carol Walker	0-(636)358-6535
Betty Shaw	3-(675)078-7314
Evelyn Dean	0-(421)829-2600
Doris Hicks	9-(259)452-3223
Kathy Webb	3-(536)453-7918
Gloria Schmidt	4-(459)601-4068
Norma Peters	2-(033)922-5694
Jane Ray	0-(035)095-2348
Diane Kennedy	9-(011)495-1665
Karen Anderson	3-(475)565-6962
Paula Wilson	9-(059)064-7487
Mary Riley	6-(298)911-6328
Theresa Torres	9-(917)571-3319
Sarah Wood	0-(968)264-3972
Ruby Rodriguez	5-(635)737-1366
Christina Walker	7-(983)856-0007
Barbara Larson	4-(351)710-7512
Betty Larson	8-(893)340-0541
Amy Boyd	9-(761)724-1641
Alice Wells	9-(461)200-0085
Christine Gonzales	6-(313)013-8656
Irene Wallace	3-(037)932-2257
Evelyn Garza	6-(530)653-0034
Judith Ramos	8-(785)848-9597
Judith Romero	3-(843)821-2701
Amy Gibson	4-(152)277-0151
Evelyn Sanchez	7-(317)718-8325
Carol Ford	6-(349)957-8575
Martha Sims	4-(118)797-5439
Marie Welch	2-(128)691-6741
Dorothy Lawrence	9-(069)076-4403
Lois Bennett	0-(754)785-7625
Julia Watson	6-(182)809-8627
Norma Cook	0-(372)298-7943
Christina Bell	8-(315)845-0697
Sara Fisher	1-(327)069-0831
Diane Wheeler	0-(808)213-0449
Frances Tucker	8-(979)195-0478
Cheryl Daniels	1-(433)506-5043
Lillian James	0-(972)388-4243
Mildred Chapman	2-(024)709-7956
Betty Lewis	0-(189)789-8729
Maria Moreno	1-(654)641-8978
Judy Graham	5-(084)363-5711
Alice Hunter	5-(193)983-8086
Jacqueline Spencer	2-(373)730-9168
Bonnie Fowler	2-(688)176-6812
Tina Ruiz	2-(783)229-0932
Paula Baker	8-(594)220-2914
Christine Wallace	2-(115)230-4945
Christine Baker	5-(836)985-0207
Beverly Ruiz	6-(573)130-5840
Paula Bailey	0-(020)669-0457
Carolyn Harrison	5-(726)049-0235
Theresa Dunn	0-(985)367-5140
Andrea Hall	8-(198)911-3522
Jacqueline Johnston	3-(497)211-4333
Phyllis Wallace	3-(724)360-7645
Lisa Palmer	3-(540)322-5454
Marie Ellis	1-(667)360-9955
Teresa Fox	3-(503)661-8788
Beverly Medina	5-(780)136-6127
Ann Gonzalez	2-(006)729-2551
Nicole Walker	9-(244)213-1260
Maria Woods	6-(549)902-3330
Brenda Montgomery	2-(656)119-9658
Margaret Wilson	3-(583)140-0175
Janet Mccoy	3-(275)797-6878
Cheryl Armstrong	3-(359)139-5805
Kathryn Harper	5-(085)200-3936
Janice Franklin	2-(134)440-5016
Sharon Washington	4-(959)797-2123
Jessica Reyes	7-(555)569-7132
Barbara Greene	6-(342)608-3580
Sharon Freeman	6-(642)034-0130
Alice Robinson	0-(097)746-4937
Pamela Warren	4-(564)932-4424
Robin Price	7-(911)725-1244
Janice Hawkins	2-(367)235-9506
Nicole Perry	5-(598)849-7123
Pamela Morales	5-(362)247-5616
Debra Lewis	7-(559)253-9991
Christina Thomas	7-(780)405-1058
Patricia Lee	4-(802)389-3072
Jean Stone	6-(757)958-7003
Carol Owens	2-(794)244-7161
Cynthia Bowman	3-(106)458-8078
Lori Stephens	9-(414)242-9408
Sarah Sullivan	3-(954)368-9704
Julie Cole	3-(143)117-7191
Judith Elliott	4-(203)705-5703
Laura Willis	8-(971)239-6261
Frances Pierce	1-(161)809-9142
Stephanie Snyder	3-(738)079-2019
Sarah Shaw	2-(760)530-1069
Christine Hawkins	4-(482)255-5963
Norma Nichols	5-(511)044-5454
Angela Bishop	6-(508)292-0027
Marilyn Day	5-(868)174-3323
Bonnie Wilson	0-(942)878-8833
Jennifer Owens	4-(699)260-3560
Beverly Gilbert	7-(614)507-7895
Sandra Burton	4-(999)309-7195
Brenda Taylor	5-(155)386-7435
Melissa Franklin	8-(738)845-3665
Kelly Stone	7-(046)967-1823
Janet Harrison	4-(764)986-2629
Amy Dunn	4-(286)256-4246
Judith Rogers	9-(742)649-1338
Carolyn Mcdonald	1-(971)284-0932
Frances Williamson	2-(397)912-8384
Anna Little	8-(814)513-2162
Carolyn Holmes	7-(102)839-7162
Gloria Peters	7-(506)098-9656
Teresa Howard	6-(442)323-4381
Martha Ryan	7-(164)214-1790
Ann Hicks	6-(304)331-1183
Sharon Gardner	1-(543)792-8782
Evelyn Hart	5-(657)740-5751
Lisa Stone	6-(325)284-0476
Jane Howell	5-(899)365-3171
Emily Brooks	6-(365)685-4762
Carolyn Little	3-(995)969-9880
Sarah Wagner	9-(449)188-9383
Louise Campbell	1-(338)039-4938
Gloria White	9-(503)185-4005
Donna Long	9-(473)860-3224
Norma Warren	9-(761)137-1988
Sarah Ward	1-(146)785-0535
Tammy Miller	1-(406)627-1827
Christina Kim	5-(540)884-4576
Martha Andrews	9-(785)159-9621
Helen Stone	4-(364)275-3413
Carolyn Wells	6-(529)157-7276
Elizabeth Mitchell	3-(371)833-6490
Cynthia Barnes	6-(519)395-2723
Nancy Elliott	3-(637)524-8578
Diana Davis	6-(060)410-5729
Kathryn Rogers	9-(149)916-5260
Kathy James	6-(809)132-5271
Norma Ramirez	6-(009)030-9395
Jacqueline Sullivan	7-(091)010-9844
Donna Jackson	2-(423)988-6941
Marie Wright	1-(916)376-8763
Beverly Hernandez	1-(017)265-9698
Mary Price	6-(984)616-0504
Lois Gibson	8-(940)383-5316
Kathleen Robertson	1-(014)619-8738
Nicole Knight	2-(059)716-2183
Brenda Thomas	3-(832)478-5195
Kathy Andrews	2-(137)796-0870
Sandra Gilbert	5-(059)351-6383
Kathy Harvey	6-(954)180-3793
Katherine Duncan	4-(986)619-8777
Maria Knight	7-(211)253-7312
Cheryl Myers	8-(396)805-2895
Christina Brooks	4-(916)197-3208
Annie Meyer	8-(111)556-4495
Sara Gray	6-(751)924-6715
Tina Thomas	8-(116)007-9856
Diana Perry	1-(480)338-5183
Andrea Simmons	8-(422)548-1272
Denise Chapman	6-(015)230-8807
Betty Adams	6-(641)014-7081
Janice Sims	9-(901)682-6010
Katherine Alvarez	1-(872)932-9839
Joan Griffin	5-(136)622-4982
Michelle King	1-(884)621-4315
Karen Burton	1-(620)236-0417
Jane Snyder	9-(252)345-4663
Elizabeth Dixon	1-(836)813-1192
Tammy Ford	9-(704)883-4472
Lillian Wood	3-(047)709-4625
Janice Kelly	6-(325)180-2918
Marie Bishop	2-(937)028-9403
Doris Richardson	4-(471)059-8423
Gloria Sullivan	0-(182)766-0019
Heather Webb	4-(321)127-6271
Diana Hunter	0-(184)965-4045
Dorothy Cook	1-(208)810-8549
Shirley Evans	3-(358)999-2417
Ruby Ryan	4-(776)973-2775
Kathy Woods	1-(388)137-6317
Virginia Lopez	6-(464)590-0513
Tammy Wheeler	4-(588)748-2795
Brenda Stevens	3-(825)555-0113
Janet Mason	0-(191)890-8511
Katherine Fox	6-(769)695-4305
Beverly Campbell	5-(440)378-2069
Judith Jordan	9-(554)215-4874
Betty Ellis	9-(025)088-7068
Angela Collins	5-(053)564-7157
Christine Robinson	4-(959)302-6614
Andrea Howard	8-(076)815-9620
Jacqueline Walker	8-(954)526-4311
Katherine Mccoy	6-(027)562-7787
Mary Duncan	9-(861)895-0220
Catherine Kelley	0-(416)030-8611
Paula Ross	8-(732)554-9278
Theresa Franklin	9-(940)385-3205
Diana Hughes	6-(330)803-3064
Julia Bailey	0-(752)890-7312
Martha Parker	0-(739)174-9175
Kelly Parker	7-(096)299-4949
Beverly Hicks	6-(570)774-7662
Joyce Johnston	2-(413)717-2879
Sharon Martinez	9-(470)283-9908
Deborah Arnold	5-(809)362-2338
Stephanie Nichols	2-(866)630-7509
Andrea Oliver	7-(720)510-1772
Annie Moore	5-(292)304-9409
Sara Matthews	9-(978)174-6978
Helen Graham	9-(809)184-4435
Julia Ferguson	4-(325)413-2202
Diane Hawkins	1-(236)914-3473
Linda Welch	3-(188)750-4945
Paula Perry	0-(710)227-2321
Rachel Allen	1-(223)680-8242
Kimberly Medina	7-(849)690-0502
Doris Payne	8-(173)084-7804
Patricia Cox	9-(716)271-5669
Ruth Henry	8-(325)325-3495
Alice Meyer	4-(846)081-0675
Judith Clark	6-(327)708-8456
Bonnie Hanson	5-(762)641-5239
Julia Jenkins	8-(604)370-5621
Angela Mcdonald	1-(683)045-7343
Louise Kim	3-(167)918-3753
Doris Kelley	0-(337)311-8735
Ruby Bell	3-(262)380-8295
Bonnie Lee	7-(287)001-7619
Cheryl Morrison	6-(318)601-1441
Alice Harvey	9-(235)975-8000
Carol Holmes	9-(147)558-9402
Brenda Wilson	3-(938)450-1810
Linda Kelly	1-(264)159-4131
Alice Young	8-(540)347-3322
Laura Andrews	2-(230)807-8452
Laura Larson	1-(710)018-6830
Angela Jacobs	2-(617)569-6381
Frances Nelson	8-(487)105-1015
Diane Harris	2-(290)794-7381
Christine Hughes	2-(766)164-2539
Tina Adams	4-(924)268-4032
Diana Meyer	1-(158)467-4565
Jane Meyer	3-(159)052-8198
Christine Williamson	4-(222)688-0560
Pamela James	3-(451)946-6567
Wanda Black	7-(910)321-4201
Doris Thomas	2-(219)434-9429
Nicole Perez	0-(148)694-0539
Karen Harris	0-(386)542-2808
Martha Simpson	8-(254)571-3932
Ruth Martinez	8-(637)728-0473
Lori Palmer	7-(854)783-7705
Sandra Green	2-(352)960-0473
Rose Hunter	6-(495)163-9558
Paula Cook	5-(476)954-0194
Margaret Foster	8-(161)299-6117
Beverly Greene	8-(291)113-3626
Amy Kelley	9-(493)784-6321
Jessica Hunter	5-(700)186-2789
Nicole Fowler	3-(425)457-7748
Rebecca Berry	0-(081)440-8151
Virginia Ford	1-(181)906-4825
Andrea Andrews	0-(838)894-1416
Teresa Russell	2-(990)814-2307
Kathleen Taylor	0-(998)806-4633
Frances Andrews	8-(459)840-3964
Shirley Weaver	9-(516)875-7397
Andrea Adams	3-(257)020-9548
Debra Stevens	0-(600)607-0127
Kathryn Hayes	0-(206)025-8129
Joan Lawson	7-(197)874-2995
Kelly Ramos	3-(360)180-0725
Sandra Morris	3-(206)225-5908
Phyllis Snyder	5-(460)623-4358
Theresa Castillo	2-(105)026-4288
Frances Mills	3-(380)936-7601
Norma Howard	1-(276)388-4424
Laura Hunter	9-(320)072-9840
Janet Hansen	6-(156)544-1739
Carol Dixon	7-(776)515-2261
Elizabeth Moreno	8-(326)385-7464
Diana Griffin	1-(876)840-3860
Rebecca Turner	6-(082)226-6936
Sarah Fuller	3-(921)488-5791
Kelly Medina	6-(223)741-0954
Wanda Hayes	8-(688)291-4182
Irene Bennett	9-(764)062-5662
Jacqueline Oliver	7-(080)875-9185
Amanda Robinson	0-(411)679-0961
Julia Brooks	7-(690)764-0419
Emily Lynch	2-(381)543-0589
Jean Evans	0-(122)734-2601
Tina Garcia	3-(082)056-3487
Julia Wood	6-(038)130-2036
Diane Fisher	5-(383)427-4677
Betty Barnes	4-(995)076-5369
Louise Ramos	2-(611)363-0646
Donna Garcia	1-(235)368-3517
Jacqueline Meyer	2-(417)400-6791
Beverly Chapman	3-(278)264-9741
Kathleen Perkins	1-(891)804-8976
Karen Sims	1-(736)795-6892
Joan King	5-(153)171-3056
Janet Graham	6-(249)637-5632
Christine Ellis	4-(404)112-1090
Kathryn Sullivan	5-(106)927-3701
Bonnie George	7-(688)688-3483
Tammy Spencer	8-(385)561-4428
Paula Dixon	5-(412)883-4421
Andrea Grant	3-(718)706-8574
Rebecca Vasquez	1-(491)448-9290
Tina Daniels	1-(822)463-6112
Evelyn Johnston	6-(365)944-4619
Kathryn Romero	1-(919)635-1816
Paula Little	6-(823)520-9042
Rose Austin	0-(391)489-2435
Annie White	5-(308)988-3301
Sara George	0-(346)204-0268
Amanda Nguyen	0-(209)027-0005
Carol Edwards	6-(079)731-9388
Mary Pierce	7-(084)136-4284
Katherine Franklin	4-(701)569-8154
Amanda Hughes	2-(736)881-6883
Denise Reid	4-(545)097-6429
Laura Young	9-(054)287-4676
Virginia Clark	3-(902)528-2314
Norma Fisher	0-(366)578-6042
Nicole Hall	0-(185)907-4907
Pamela Boyd	4-(101)659-4355
Pamela Hudson	4-(109)938-5501
Rose Little	3-(015)883-1067
Kathryn Burke	8-(912)563-3830
Ruby Freeman	7-(441)038-7691
Ruth Thomas	3-(767)324-0132
Evelyn Franklin	3-(093)873-5052
Janet Spencer	6-(299)017-0043
Paula Nelson	7-(928)701-8786
Ruby Garcia	7-(817)312-7470
Martha Ramos	1-(527)344-9681
Sharon Reed	7-(177)105-7604
Theresa Johnston	3-(188)453-8939
Brenda Lynch	6-(442)855-6257
Evelyn Gonzalez	9-(342)256-4084
Linda Reyes	0-(119)667-9088
Christine Jones	7-(353)339-7391
Linda Hicks	5-(748)655-8885
Lois Miller	4-(948)900-0791
Judith Daniels	1-(541)626-0071
Maria Robertson	7-(082)784-0577
Phyllis Jones	1-(481)727-5295
Lillian Cruz	3-(778)594-3379
Shirley Elliott	1-(908)094-6526
Bonnie Rose	2-(638)327-6044
Kimberly Hanson	5-(102)222-8699
Nicole Frazier	3-(825)550-0258
Susan Wood	2-(356)234-8735
Virginia Jenkins	5-(277)656-8974
Maria Bowman	8-(623)470-4129
Debra Webb	8-(220)998-2052
Anna Harper	0-(309)098-9816
Kathleen Frazier	4-(836)401-8393
Theresa Fisher	7-(035)313-9879
Sara Fernandez	5-(918)346-0632
Carol Hawkins	4-(412)411-0703
Denise Ferguson	7-(020)514-5348
Lisa Edwards	4-(599)345-7092
Pamela Torres	7-(559)128-7311
Diane Garrett	1-(547)299-3598
Joan Coleman	1-(121)216-2798
Margaret Cunningham	8-(885)699-1302
Frances Hamilton	8-(507)589-5196
Lillian Ray	3-(483)469-8966
Jessica Webb	3-(918)839-5773
Mildred Martin	6-(291)220-8893
Jennifer Pierce	0-(513)530-7567
Rose Hanson	9-(932)287-4297
Tammy Reid	9-(107)487-6077
Julie Stanley	9-(027)450-6615
Kathleen Thomas	1-(068)140-9987
Rose Dean	2-(457)297-3049
Brenda Mendoza	1-(618)856-6705
Michelle Taylor	5-(091)152-4784
Linda Allen	7-(701)176-0406
Amanda Harvey	3-(907)811-1653
Evelyn Lawson	5-(254)337-6656
Julia Hunt	2-(043)899-0532
Julie Gibson	0-(730)376-2703
Judith Shaw	6-(752)495-2361
Heather Crawford	4-(899)443-1066
Sandra Young	4-(820)318-8961
Lisa Stanley	3-(709)067-0331
Gloria Mills	9-(732)369-3031
Ruth Bryant	8-(031)091-8939
Julie Reynolds	4-(725)764-3346
Rebecca Howell	5-(661)560-2949
Donna Sullivan	3-(152)930-1749
Lori George	4-(598)807-8547
Bonnie Cunningham	6-(814)614-1679
Kathy Elliott	3-(998)383-4333
Michelle Jenkins	3-(981)768-3720
Robin Alexander	7-(666)138-2753
Linda Smith	9-(689)481-5508
Dorothy Mason	8-(406)655-4041
Kathryn Alvarez	7-(934)235-6157
Donna Andrews	8-(495)736-9967
Judith Johnston	3-(256)908-8677
Paula White	3-(401)508-7337
Robin Lee	0-(998)647-7577
Denise Russell	1-(988)384-7196
Diane Freeman	4-(489)029-3239
Judith Rivera	3-(749)195-1463
Louise Chavez	3-(437)525-9367
Janet Carroll	1-(555)199-6149
Doris Smith	7-(302)475-8381
Lisa Hamilton	4-(768)658-4145
Robin Foster	5-(429)559-6561
Amanda Montgomery	9-(547)723-7597
Angela Elliott	4-(622)675-9323
Betty Mccoy	9-(750)800-3272
Betty Owens	7-(510)687-9266
Amanda Reid	8-(556)071-6682
Anna Ramos	8-(549)529-3736
Janet Lane	5-(616)615-1165
Amanda Arnold	0-(701)956-6501
Marilyn Carter	1-(599)302-0600
Sarah Duncan	3-(546)482-9746
Nancy Dixon	1-(548)235-7817
Sarah Hart	9-(304)310-3878
Norma Stanley	3-(855)927-0717
Lois Harrison	6-(185)978-4234
Jessica Wright	0-(422)877-2470
Jane Ray	9-(857)683-0958
Kathy White	7-(788)533-7812
Barbara Martinez	5-(340)015-4836
Norma Hayes	4-(075)595-7526
Nancy Cook	6-(247)001-3867
Betty Gonzalez	1-(568)781-3388
Deborah Jacobs	6-(902)020-9188
Linda Owens	9-(150)444-8199
Helen Flores	7-(679)741-8615
Janice Day	4-(095)771-2728
Angela Wallace	1-(085)311-1867
Margaret Stewart	5-(958)855-2384
Helen Ortiz	6-(270)494-7648
Melissa Jacobs	1-(266)222-5896
Jean Boyd	1-(830)308-3968
Wanda Sanders	9-(692)311-3967
Katherine Wells	6-(677)539-8680
Betty Thomas	6-(483)131-3630
Lisa Reyes	2-(895)576-3550
Tammy Robinson	9-(689)693-0358
Gloria Snyder	1-(308)242-3386
Martha Mccoy	8-(912)541-6980
Angela Welch	6-(297)643-6390
Louise Matthews	7-(736)852-0899
Andrea Morgan	5-(026)050-7396
Elizabeth Peters	4-(667)379-6533
Nicole Carpenter	6-(991)780-8758
Angela Rice	9-(279)766-9153
Louise Harper	9-(530)421-3780
