Marilyn Hayes	6-(540)865-2507
Christine West	9-(705)838-2124
Dorothy Weaver	3-(739)954-7487
Kathryn Johnson	0-(787)211-9821
Catherine Adams	5-(409)240-3018
Lisa Dixon	6-(566)668-5718
Bonnie Lynch	6-(930)761-6109
Louise Lopez	9-(177)527-8005
Angela Riley	3-(855)670-7862
Laura Webb	5-(993)182-8527
Sandra Richards	1-(007)031-3812
Jessica Frazier	4-(186)112-2809
Katherine Wells	3-(513)660-6258
Karen Woods	3-(579)251-9533
Mildred Collins	7-(708)223-1794
Sarah Wallace	0-(553)237-7321
Alice Sanders	4-(903)849-8507
Tina Hayes	1-(359)935-1855
Judy Wagner	8-(034)360-0661
Tammy Mendoza	7-(612)137-8904
Donna Nichols	6-(153)128-6801
Karen Torres	4-(381)033-8410
Jennifer Griffin	8-(205)640-3076
Martha Daniels	6-(864)932-5397
Tina Richards	4-(487)375-8311
Janet Banks	4-(780)505-5522
Evelyn Wallace	4-(503)039-1582
Lois Williams	5-(982)530-2766
Lisa Fox	4-(572)115-8057
Michelle Carr	1-(488)487-4210
Martha Jordan	0-(066)202-4262
Virginia Gilbert	0-(842)319-5317
Nancy Baker	4-(915)305-7754
Tina Hunter	6-(294)132-8320
Brenda Flores	2-(525)889-3495
Ruby Gilbert	7-(565)009-4962
Kelly Ortiz	6-(780)189-9121
Linda Hart	3-(585)951-6441
Beverly Jordan	1-(489)242-7317
Katherine Moreno	0-(253)610-9590
Annie Brooks	9-(026)739-6018
Sharon Hill	9-(117)649-1069
Norma Sullivan	6-(056)051-4482
Gloria Mendoza	0-(301)193-0306
Sara Perez	3-(728)528-3579
Julie Porter	0-(530)130-0757
Theresa Grant	7-(570)712-7286
Christina Gray	3-(544)017-1533
Jennifer Scott	8-(413)252-3269
Sandra Morrison	1-(411)164-8338
Katherine Howell	0-(747)554-3539
Denise Harvey	0-(787)400-9456
Lillian Thomas	1-(553)934-1834
Julie Brooks	7-(058)315-0960
Robin Turner	6-(738)498-4822
Pamela Knight	4-(859)251-4126
Diane Greene	7-(374)231-8460
Catherine Fernandez	2-(267)151-5569
Amanda Long	7-(865)389-4586
Theresa Griffin	1-(792)377-0852
Marilyn Lee	9-(300)671-2895
Ruth Moreno	0-(298)227-6435
Judith Henry	1-(096)747-8655
Mary Mcdonald	2-(233)592-9734
Jacqueline Walker	6-(566)291-1317
Sharon Mccoy	8-(123)984-4275
Katherine Campbell	9-(467)537-3155
Paula Carter	2-(891)169-8711
Norma Thompson	5-(023)854-1318
Norma Marshall	3-(976)418-8030
Doris Rogers	3-(068)820-8429
Julie Henry	0-(668)892-2401
Jessica Mason	4-(184)889-3810
Lori Wells	8-(052)970-5444
Jacqueline Wood	4-(121)974-1060
Lois Burns	4-(918)993-7421
Lisa Watkins	9-(293)815-6038
Lillian West	9-(036)634-8392
Betty Sanchez	3-(578)732-4450
Beverly Meyer	5-(982)575-6924
Betty Rogers	8-(671)843-9860
Kathryn Powell	1-(471)084-4828
Judy Mcdonald	0-(204)002-1646
Carolyn Holmes	4-(096)983-3972
Deborah Pierce	7-(428)084-3696
Judith Torres	5-(453)347-5367
Phyllis Meyer	0-(547)828-0274
Helen Jordan	8-(904)796-9106
Nicole Wallace	2-(696)762-1997
Laura Garza	2-(221)449-1604
Linda Bennett	1-(257)428-6721
Amy Green	7-(429)104-3571
Tina Rice	0-(566)191-2246
Joyce Tucker	1-(107)414-4756
Rachel Schmidt	7-(140)021-9468
Carol Peterson	9-(657)400-2853
Ruby Owens	2-(452)001-2663
Jean Jackson	1-(885)035-7658
Kathy Cook	0-(537)161-9403
Barbara Watkins	9-(386)832-6076
Karen Riley	2-(509)856-0017
Sarah Walker	1-(421)638-3135
Donna Coleman	6-(819)213-2691
Angela Holmes	6-(452)896-9640
Bonnie Shaw	1-(988)583-7247
Barbara Daniels	7-(065)382-2103
Sara Mitchell	0-(987)510-8163
Judy Porter	5-(689)918-6036
Marie Garcia	0-(430)266-9925
Debra Berry	3-(271)100-0537
Lillian Bell	2-(072)967-6214
Tammy Fowler	7-(998)081-2383
Anna Bailey	9-(282)321-9211
Phyllis Sanders	5-(508)410-8792
Cheryl Garza	5-(159)973-2026
Lois Harrison	8-(231)723-7650
Annie Owens	3-(922)526-5855
Nancy Price	2-(412)200-6478
Margaret Stone	9-(797)320-0687
Kimberly Phillips	7-(715)390-7854
Christine Stephens	8-(517)882-2250
Robin Barnes	2-(450)723-2176
Heather Williams	4-(654)378-3885
Kathryn Warren	0-(472)058-8616
Judy Campbell	4-(705)582-5206
Catherine Campbell	0-(277)746-4543
Christine Day	6-(532)906-8376
Kathy Schmidt	9-(822)388-6524
Betty Austin	0-(913)233-1512
Anne Kelly	9-(536)408-1677
Janet Ferguson	2-(985)511-0540
Theresa Chavez	6-(661)801-4397
Louise Boyd	8-(448)633-0267
Mildred Mendoza	0-(647)923-5422
Amanda Lopez	4-(143)914-2376
Kathy Romero	5-(667)377-4894
Tina Evans	9-(818)312-1771
Susan Castillo	2-(167)540-0010
Barbara Mason	1-(652)676-2229
Phyllis Nguyen	5-(056)691-8516
Gloria Carr	8-(514)874-4222
Julia Day	6-(546)373-9766
Joan Chapman	4-(673)213-6274
Jacqueline Wood	7-(820)392-7394
Andrea Smith	1-(274)421-5169
Phyllis Thomas	3-(577)461-3223
Sandra Green	2-(532)400-1327
Kathleen Snyder	8-(385)697-7394
Emily Stewart	8-(947)642-0429
Evelyn Hansen	6-(703)670-9977
Sharon Stanley	6-(662)069-0866
Gloria Richardson	7-(590)685-7462
Kathy Porter	0-(784)905-9599
Teresa Rose	4-(671)574-6131
Rebecca Morrison	0-(932)757-7098
Mildred Owens	1-(704)065-3738
Katherine Sanders	5-(094)660-4973
Mary Nelson	0-(288)960-7234
Paula Carr	5-(416)959-2712
Karen Kennedy	2-(533)356-4493
Susan Reid	8-(545)594-3366
Cynthia Elliott	9-(667)249-7735
Julie Carroll	2-(855)436-0051
Kathy Morales	3-(824)261-4145
Janice Fowler	3-(009)171-6954
Christina Evans	8-(382)799-5559
Debra Bell	1-(707)666-9103
Martha Bryant	7-(294)777-0122
Elizabeth Fowler	1-(341)205-2461
Lisa Hamilton	0-(039)745-1811
Pamela Harrison	9-(491)575-6776
Tina Watson	8-(890)126-8589
Kathy Spencer	5-(017)396-4294
Angela Henderson	4-(347)018-5933
Jennifer Hughes	0-(049)655-5346
Elizabeth Lopez	8-(216)082-7196
Donna Simmons	6-(027)611-4885
Robin Mason	0-(055)232-3142
Patricia Dean	7-(237)366-8397
Shirley Russell	8-(218)839-1103
Amy Warren	9-(318)566-4905
Gloria Butler	6-(585)719-7255
Evelyn Fernandez	6-(972)627-4483
Melissa Foster	7-(989)096-7258
Phyllis Coleman	1-(411)948-3120
Mildred Ellis	1-(333)811-4128
Amanda Simmons	7-(448)136-6876
Beverly Shaw	7-(854)229-8261
Debra Russell	4-(777)355-8320
Sandra Cole	4-(359)738-2214
Virginia Gray	0-(930)345-0485
Rose Freeman	1-(541)484-8987
Joyce Allen	8-(937)267-4928
Dorothy Kelley	8-(109)888-2436
Mary Rogers	6-(172)988-2315
Jessica Scott	2-(250)389-7621
Norma Nichols	0-(615)298-8499
Diana Scott	2-(220)107-2598
Anne Snyder	4-(529)473-4491
Linda Lawrence	6-(632)602-0677
Frances Ramos	9-(128)058-9763
Sarah Spencer	7-(454)258-0769
Donna Armstrong	0-(955)979-9358
Kathryn Perry	1-(800)245-1637
Jane Rice	7-(658)539-9400
Amanda Burke	6-(991)058-1352
Lisa Murray	6-(005)843-8573
Dorothy Carroll	2-(283)947-8289
Emily Barnes	4-(542)688-4532
Betty Banks	2-(851)773-8456
Anne Reynolds	1-(618)267-8690
Alice Carroll	4-(301)870-7265
Judith Hamilton	2-(349)345-6072
Susan Carter	5-(406)400-3599
Marie Morris	0-(019)763-4035
Ruth Simpson	3-(267)342-9835
Phyllis Montgomery	8-(950)271-6551
Rose Warren	4-(544)474-8463
Elizabeth Sullivan	1-(201)220-8256
Anne Peters	2-(799)758-0526
Judy Miller	9-(325)177-4420
Donna Torres	5-(763)183-8656
Barbara Henry	2-(931)847-4698
Alice Miller	2-(041)607-8951
Anna Daniels	4-(475)113-3957
Maria Hill	3-(992)031-9353
Beverly Ortiz	0-(357)960-5342
Sarah Hamilton	3-(121)910-3009
Anne Morrison	8-(446)799-0648
Jennifer Morris	1-(293)273-8174
Teresa Palmer	2-(303)510-2336
Joyce Stephens	3-(609)133-1587
Sandra Anderson	7-(290)350-8306
Dorothy Butler	9-(451)919-6358
Robin Sims	8-(303)439-5165
Lori Ward	7-(114)431-6256
Catherine Howard	8-(079)299-3305
Sharon Ortiz	0-(350)695-8320
Sara Watkins	1-(836)658-6531
Kathleen Garcia	0-(650)022-6341
Sarah Porter	4-(618)297-0117
Mildred Larson	0-(834)079-9790
Wanda Rogers	6-(030)085-6063
Elizabeth Dixon	5-(349)524-4446
Nicole Ryan	9-(952)140-7279
Marilyn Williams	9-(886)781-7633
Emily Ross	7-(270)097-2440
Evelyn Bennett	4-(033)936-3898
Carol Larson	3-(806)343-8669
Annie Cunningham	7-(127)809-7021
Jane Hart	4-(921)459-3429
Deborah Cook	3-(043)637-8764
Cynthia Torres	6-(481)470-9357
Susan Graham	8-(920)751-0625
Heather Mcdonald	7-(306)408-5410
Diana Armstrong	4-(500)485-0021
Beverly Meyer	9-(619)601-3709
Theresa Wagner	2-(872)720-7427
Kelly Stephens	5-(947)807-5950
Amanda Ray	5-(262)096-6897
Ruby James	4-(829)755-6344
Patricia Burns	4-(195)023-7688
Carol Carroll	4-(199)031-3457
Tina Hernandez	8-(561)515-1501
Susan Perry	0-(724)685-2973
Judith Stanley	0-(447)529-6368
Diana Andrews	3-(034)249-7983
Janet Carter	7-(393)708-1661
Tina Hernandez	7-(750)417-9393
Diane Fuller	2-(815)161-4396
Norma Carroll	2-(126)072-7719
Kathryn Larson	0-(768)761-0413
Cynthia Johnson	0-(310)594-2797
Donna Romero	3-(658)289-4423
Brenda Woods	1-(185)484-1075
Sandra Berry	0-(344)030-2230
Tammy Cunningham	7-(587)177-6065
Laura Matthews	5-(820)952-5135
Carolyn Roberts	4-(993)754-3765
Cheryl Johnson	6-(047)752-6465
Paula Montgomery	1-(834)425-7607
Emily Gardner	3-(534)770-5436
Rebecca Ford	1-(586)617-6276
Christina Holmes	1-(814)899-1538
Catherine Freeman	6-(246)712-4632
Ruth Wilson	5-(670)245-8310
Deborah Rose	9-(413)715-7998
Alice Grant	2-(710)368-8229
Emily Phillips	1-(203)252-2315
Jessica Myers	9-(327)965-0312
Cheryl Jackson	1-(015)834-3769
Christina Romero	5-(681)253-9064
Julia Powell	4-(920)774-7811
Doris Wagner	5-(469)762-2589
Wanda Perry	7-(258)976-5394
Deborah Burke	4-(481)271-6084
Sandra Marshall	1-(956)579-3575
Janice Scott	1-(470)781-2592
Louise Snyder	7-(058)324-4577
Rebecca Hicks	3-(796)534-9637
Judith Lopez	2-(184)008-5624
Emily Nichols	8-(049)440-7415
Amy Perez	9-(351)725-9952
Marilyn Bradley	1-(957)242-8311
Andrea Fernandez	5-(079)766-1294
Judith Cox	5-(188)045-3379
Gloria Marshall	8-(778)711-2412
Anna Ellis	0-(474)329-7508
Michelle Burton	2-(291)183-8979
Gloria Armstrong	3-(644)960-5801
Janet Ross	8-(275)921-0509
Laura Crawford	7-(781)841-6802
Linda Gray	8-(357)036-8170
Ruth Fox	1-(957)099-2193
Marie Wilson	4-(627)209-4875
Denise Griffin	3-(129)780-7051
Evelyn Stephens	3-(853)165-4920
Denise Watson	0-(132)331-5759
Frances Dean	5-(615)012-9328
Martha Garza	5-(761)877-2485
Christina Hamilton	9-(055)243-9303
Christine Morgan	5-(959)780-2318
Marilyn Coleman	0-(853)489-3934
Wanda Owens	1-(854)707-2668
Phyllis Ray	5-(697)074-2226
Melissa Dixon	8-(734)682-1422
Gloria Gutierrez	7-(948)478-4519
Anna White	4-(094)724-2897
Carolyn Fernandez	4-(198)159-3582
Kimberly Hayes	3-(306)716-3558
Robin Wallace	2-(056)406-2801
Ashley Wallace	9-(889)776-6072
Nancy Garza	5-(922)232-6077
Nancy Martinez	8-(763)837-2449
Phyllis Sullivan	7-(764)256-6363
Janet Dunn	6-(160)926-7971
Irene Wagner	6-(606)281-5845
Debra Riley	5-(507)584-9317
Katherine Ford	1-(546)520-9345
Pamela Hamilton	3-(939)282-0302
Doris Kelly	3-(160)888-5894
Janice Sanders	7-(236)189-1154
Kathy Day	4-(665)726-5208
Anne Gomez	8-(650)649-3573
Bonnie Boyd	9-(972)632-5919
Denise Murray	3-(451)552-7153
Ashley Carter	2-(695)313-0276
Emily Coleman	1-(367)884-6797
Ann Fox	0-(552)589-7830
Beverly Roberts	7-(488)022-1974
Tammy Gonzales	2-(913)724-2792
Norma Hart	1-(857)550-1042
Kathryn Wright	3-(395)320-9016
Helen Jackson	3-(411)809-7916
Lisa Carter	4-(728)576-4749
Frances Weaver	8-(154)959-0225
Rachel Harvey	7-(632)967-4496
Kelly Grant	2-(213)750-5602
Tina Wheeler	0-(464)713-0902
Julia Ortiz	7-(026)740-9162
Evelyn Sims	7-(176)555-3676
Teresa Moreno	6-(635)209-8702
Irene Bailey	0-(128)256-2659
Christine Simpson	9-(729)144-6684
Helen Marshall	7-(619)374-6215
Jennifer Hansen	7-(046)200-5958
Irene Robinson	2-(540)553-4427
Anna Morgan	2-(817)768-8585
Teresa Taylor	6-(394)336-5410
Stephanie Fowler	4-(510)780-0529
Diana Dean	5-(942)476-6244
Bonnie Campbell	8-(972)232-7414
Shirley Wilson	3-(526)128-8801
Christina Parker	3-(780)007-4460
Cynthia Lee	6-(482)076-1178
Julie Graham	8-(092)642-8634
Anne Simmons	6-(669)457-5840
Judith Weaver	5-(652)607-7794
Betty Bennett	6-(601)800-1897
Donna Johnston	3-(815)203-4134
Carol Peters	4-(473)114-7998
Anna Carr	5-(512)450-8618
Robin Bryant	7-(537)904-6040
Pamela Fowler	1-(847)552-2525
Sarah Rice	0-(257)329-2655
Alice Chapman	3-(917)658-6185
Annie King	2-(103)642-8494
Lois Fisher	3-(901)164-0132
Sharon George	4-(269)364-6008
Elizabeth Howell	9-(072)930-0732
Kathryn Lewis	2-(435)156-4027
Ashley Kim	6-(568)879-3438
Alice Collins	7-(290)193-4341
Donna Ramirez	8-(832)219-0439
Janice Nguyen	1-(084)475-7359
Kathleen Coleman	4-(957)691-0536
Joan Gardner	2-(984)077-4073
Karen Russell	2-(841)036-2271
Theresa Fields	2-(313)787-5432
Ruby Lee	0-(522)239-7399
Denise Roberts	4-(295)250-7609
Christine Arnold	3-(820)245-3215
Tammy Vasquez	5-(243)051-9819
Andrea Carr	3-(665)579-8608
Michelle Richards	9-(763)686-4894
Annie Fowler	3-(543)020-6322
Doris Thomas	0-(537)114-4660
Denise Martinez	0-(994)200-2620
Sharon Hernandez	4-(413)855-7182
Rebecca Sims	9-(208)727-7214
Virginia Burke	2-(393)368-7695
Marie Morris	3-(088)125-6026
Marilyn Wallace	5-(989)652-1397
Diana Spencer	5-(279)303-2462
Louise Fowler	9-(283)681-8898
Sandra Garza	8-(075)083-8801
Robin Wood	9-(030)949-4548
Joyce Lawson	8-(365)068-0182
Cheryl Fields	1-(192)116-7655
Kelly Hawkins	7-(112)997-8802
Bonnie Morales	8-(202)961-3765
Ann Garza	3-(096)689-5135
Doris Chavez	0-(723)453-4006
Melissa Welch	2-(544)511-2620
Katherine Fowler	0-(056)337-0785
Doris Stephens	7-(614)279-8636
Lois Taylor	7-(495)079-3661
Paula Reed	5-(191)121-4840
Kathy Garcia	3-(576)601-3243
Joyce Meyer	3-(486)774-3422
Amanda Day	3-(581)677-2918
Beverly Miller	7-(150)265-5579
Bonnie Howard	2-(359)915-6559
Denise Greene	5-(579)052-3759
Rose Cunningham	2-(900)669-9719
Tina King	6-(288)216-6421
Teresa Little	8-(432)847-6183
Maria Dunn	5-(445)568-1206
Gloria Green	2-(302)835-5008
Heather Peterson	2-(728)728-8444
Margaret Turner	9-(356)265-3566
Jacqueline Mitchell	6-(989)066-1230
Marie Campbell	2-(737)296-1780
Tammy Olson	3-(380)859-3824
Bonnie Hall	8-(345)760-8598
Julia Ferguson	4-(631)725-7736
Denise Webb	3-(331)633-5165
Michelle Gibson	2-(101)909-3333
Elizabeth Carter	7-(017)960-4351
Teresa Freeman	6-(384)516-8162
Susan Boyd	3-(595)113-5076
Laura Bell	9-(559)490-4745
Mildred Young	1-(211)058-4045
Cynthia Little	1-(679)085-8125
Marilyn Porter	9-(925)086-7420
Marilyn Mason	9-(013)124-0998
Paula Marshall	2-(814)597-9109
Andrea Palmer	6-(881)727-7833
Ann Sanchez	7-(220)645-6161
Irene Morales	8-(979)325-4385
Bonnie Taylor	1-(986)734-7711
Kimberly Marshall	0-(659)333-2976
Ruth Lewis	0-(334)184-2931
Mary Young	9-(275)535-7716
Debra Snyder	7-(350)056-1208
Anne Parker	9-(339)151-0851
Diana Burns	6-(543)328-5787
Patricia Murphy	8-(099)745-7356
Rachel Murphy	1-(285)040-4524
Stephanie Johnson	2-(846)072-0066
Evelyn Hughes	7-(890)442-3321
Carol Gilbert	3-(786)942-4659
Patricia Lawson	6-(304)740-0095
Joan Lynch	8-(815)560-8868
Deborah Fowler	8-(979)852-8475
Sarah King	6-(723)794-6466
Judy Grant	3-(272)280-3386
Evelyn Wagner	4-(760)911-1646
Sara King	2-(131)482-7934
Dorothy Day	4-(164)654-5527
Theresa Arnold	8-(252)683-7581
Helen Shaw	6-(810)258-5528
Kathleen Mendoza	9-(676)301-5778
Joan Welch	9-(734)949-6603
Anna Hawkins	0-(663)701-1635
Katherine Murphy	6-(962)526-5542
Emily Dunn	6-(535)978-1854
Sandra Myers	0-(224)106-6266
Dorothy Ortiz	7-(155)307-8275
Christine Hudson	9-(952)336-3524
Mildred Bowman	7-(285)277-2140
Joan Ray	9-(977)345-5745
Brenda Kennedy	9-(911)466-1808
Janice Thomas	4-(637)197-3339
Alice Rose	5-(322)588-2949
Ruby Henry	7-(831)816-5707
Barbara Mason	2-(518)931-8916
Jacqueline Baker	2-(946)164-8501
Catherine Mason	4-(398)888-1674
Amanda Collins	2-(344)362-9235
Sara Price	9-(541)437-4889
Jennifer Rose	8-(982)396-3741
Andrea Barnes	4-(200)110-3482
Nicole Henry	8-(012)579-6963
Julie Miller	0-(476)326-2084
Doris Gordon	0-(437)940-6438
Cheryl Fernandez	6-(320)104-7125
Phyllis Franklin	3-(586)209-8665
Emily Gordon	9-(083)633-1209
Sara Banks	9-(159)255-1947
Janet Harrison	8-(682)635-3354
Nicole Little	9-(407)589-8871
Beverly Dean	5-(589)314-4012
Stephanie Wells	3-(294)804-1858
Maria Austin	3-(708)504-2460
Joyce Young	6-(300)840-4932
Evelyn Hernandez	3-(375)646-2455
Louise Sims	1-(665)891-7305
Betty Lane	1-(450)235-6006
Anna Jackson	0-(022)560-3509
Kathy Turner	5-(294)105-0042
Christina Moore	5-(694)981-8324
Amanda Little	3-(355)835-0005
Marilyn Clark	2-(451)505-6322
Rebecca Walker	3-(658)656-0402
Beverly Smith	9-(193)445-8072
Tammy Baker	2-(485)022-9052
Dorothy Pierce	7-(675)145-7083
Rachel Fields	8-(674)368-8787
Pamela Graham	1-(990)137-0290
Cheryl Lawson	7-(226)252-3740
Katherine Burke	3-(301)527-1325
Anne Cox	5-(633)277-2126
Amy Daniels	4-(286)429-0783
Susan Reed	7-(149)468-0352
Linda Rivera	5-(842)358-1757
Ashley Gomez	3-(050)176-0077
Judith Lee	5-(783)535-4987
Rose Watson	1-(053)532-2484
Tammy Kelley	2-(711)395-6422
Mary Harper	3-(486)181-4026
Laura Campbell	0-(760)103-1361
Dorothy Reed	7-(075)922-2241
Kathryn Jones	4-(260)323-8069
Irene Hicks	4-(991)955-4046
Kathryn Mendoza	6-(339)441-2554
Lisa Hicks	6-(784)057-9501
Jean Matthews	4-(978)824-5525
Rose Stone	8-(499)475-8417
Emily Henderson	6-(918)522-0406
Brenda Sanders	6-(274)843-8719
Debra Porter	1-(257)211-4460
Doris Peters	3-(240)636-2137
Theresa Kim	4-(409)433-6420
Evelyn Jackson	2-(399)715-0602
Anne Hill	0-(953)285-6312
Norma Smith	7-(536)033-4145
Rebecca Edwards	3-(481)897-5080
Andrea Graham	8-(925)520-1706
Beverly Thompson	9-(315)053-2852
Donna Bailey	9-(163)347-8768
Julie Crawford	2-(655)232-2125
Wanda Long	0-(248)525-8260
Jane Diaz	7-(240)445-0812
Amanda Shaw	4-(328)762-5251
Annie Brooks	7-(945)476-7111
Nicole Stevens	7-(380)406-1479
Catherine White	2-(636)571-0761
Judy Warren	7-(492)924-4022
Judith Carr	3-(847)207-4054
Jennifer Hudson	2-(139)318-4726
Deborah Gray	1-(267)905-9739
Janet Berry	7-(650)363-9332
Sarah Chavez	5-(767)254-8995
Pamela Howell	2-(405)220-7744
Evelyn Long	2-(790)938-6361
Joan Duncan	6-(983)107-5347
Judith Smith	2-(159)300-5037
Sara Bryant	1-(629)643-9562
Melissa Greene	9-(387)778-5202
Tina Garrett	1-(035)119-5559
Tina Richardson	5-(211)501-1217
Kathy Phillips	3-(598)903-9175
Sharon Lawrence	2-(076)585-0528
Carol West	2-(676)041-4376
Lisa Ramirez	5-(455)628-1794
Ruth Bowman	5-(584)790-5437
Lisa Williams	6-(570)418-6279
Doris Murray	8-(921)480-0530
Maria Walker	0-(664)455-1145
Heather Garza	7-(298)139-1212
Beverly Burton	8-(228)074-7365
Nicole Gilbert	6-(975)705-2543
Judy Arnold	6-(668)564-8995
Irene Ryan	5-(515)888-0832
Julia Tucker	0-(807)811-9540
Anna Allen	2-(163)227-2744
Sharon Williamson	8-(047)953-9555
Debra Olson	9-(692)606-6604
Joan Reed	0-(136)375-7673
Kathryn Freeman	1-(159)635-1756
Patricia White	0-(290)656-5346
Amanda Moore	9-(215)802-7768
Betty Perkins	1-(053)552-8746
Nicole Murphy	1-(401)182-5866
Janet Wells	8-(103)294-2805
Nicole Lane	3-(762)692-1199
Ruby Ellis	4-(575)851-3311
Lisa Vasquez	4-(736)555-3226
Janet Ryan	1-(379)542-2094
Doris Lewis	4-(296)586-5069
Pamela Reynolds	5-(182)713-3513
Brenda Howell	1-(226)397-8226
Lori Brooks	9-(302)005-7010
Mildred Anderson	6-(991)138-1078
Shirley Snyder	9-(786)283-8201
Maria Payne	5-(371)492-9859
Betty Kim	6-(873)990-1183
Rebecca Hicks	8-(393)117-8904
Ashley Gray	3-(286)382-5827
Janice Mitchell	5-(193)128-3241
Shirley Howard	0-(973)743-9900
Lori Reynolds	3-(581)913-7996
Carolyn Bishop	9-(749)380-1068
Tina Perkins	4-(305)218-9750
Kathleen Ward	1-(262)385-8372
Cheryl Gilbert	2-(591)588-7805
Louise Barnes	8-(425)153-9912
Doris Russell	8-(286)208-0718
Barbara Rose	8-(278)271-5189
Doris Gardner	6-(031)366-8664
Rachel Mccoy	3-(244)545-3344
Lillian Ramirez	7-(680)215-6433
Phyllis Hernandez	1-(090)557-9019
Wanda Morales	0-(852)661-6169
Cheryl Hudson	8-(699)652-4224
Sarah Rivera	4-(499)251-9188
Lois Gilbert	2-(799)614-0836
Nicole Gardner	5-(036)736-3814
Gloria Crawford	2-(764)912-0989
Lori Nichols	5-(680)303-3406
Judith Franklin	0-(710)481-7060
Julie Lane	4-(179)809-3321
Mildred Kennedy	0-(755)183-4132
Evelyn Arnold	6-(864)819-0692
Margaret Cox	7-(525)621-4219
Elizabeth Reyes	1-(328)501-3300
Bonnie Lynch	1-(165)311-5316
Cheryl Williamson	5-(684)925-1005
Sandra Andrews	7-(520)332-5413
Laura Hill	8-(575)436-2432
Angela Miller	6-(910)266-4777
Amanda Harvey	6-(205)859-9573
Barbara Carr	3-(610)366-6658
Heather Kim	9-(500)927-0701
Annie Simmons	9-(174)255-2106
Anna Rice	1-(869)073-6762
Maria Bell	3-(467)392-3100
Ashley Oliver	9-(223)490-6881
Shirley Mccoy	6-(146)078-7640
Christina Meyer	2-(642)998-4165
Diane Fisher	8-(692)630-3249
Kathy Nelson	2-(763)141-8363
Jean Riley	7-(987)874-5673
Christine Graham	2-(714)686-4871
Gloria Williamson	0-(485)002-8198
Anne Garcia	2-(506)016-4881
Linda Myers	9-(002)984-1180
Elizabeth Rice	4-(463)673-5238
Katherine Fowler	1-(490)529-4082
Lisa Johnston	4-(287)916-4794
Katherine Long	2-(556)977-0325
Rachel Flores	3-(577)005-0680
Laura Frazier	3-(408)694-1054
Barbara Robertson	1-(054)784-7406
Denise Payne	9-(137)408-8185
Karen Dunn	1-(448)372-1273
Jessica Stanley	0-(810)194-3775
Jennifer Mccoy	8-(031)489-6319
Theresa Lawrence	9-(927)086-1475
Doris Shaw	3-(241)117-4294
Melissa Myers	7-(658)667-9940
Tammy Bishop	7-(528)721-4501
Denise Reid	4-(050)329-1458
Theresa Gomez	1-(890)308-7270
Melissa Reed	3-(942)782-3779
Theresa Evans	6-(091)633-0553
Kathy Watson	4-(561)240-1248
Marilyn Thompson	6-(538)179-9977
Angela Morgan	3-(545)194-4534
Tammy Reed	4-(049)465-5123
Lori Fuller	4-(914)704-8277
Barbara Ford	7-(675)625-3433
Christine Stanley	2-(625)462-6312
Jennifer Hernandez	6-(456)698-3028
Jacqueline Burns	5-(189)383-9515
Rose Romero	8-(398)740-7570
Robin Green	2-(624)303-8487
Pamela Alvarez	7-(848)594-7318
Julia Mcdonald	9-(892)103-6935
Sandra Jackson	2-(583)140-8589
Kathleen Frazier	6-(317)140-5609
Kathleen Brown	1-(991)870-2182
Judy Bishop	1-(412)481-6024
Pamela Wilson	2-(753)085-6988
Melissa Alvarez	3-(723)084-0476
Ashley Bryant	5-(741)811-0294
Doris Lynch	6-(944)866-5222
Patricia Lane	3-(080)371-7480
Laura Ford	3-(273)800-9056
Stephanie Garrett	9-(929)129-2220
Irene Knight	8-(164)055-0008
Martha Wilson	5-(427)896-3388
Rose Hunter	1-(053)377-8068
Linda Chapman	2-(717)089-8698
Cynthia Ray	0-(811)213-3285
Stephanie Davis	6-(397)226-8767
Margaret Richardson	1-(754)070-0433
Nancy Rodriguez	5-(015)413-8932
Nicole Banks	1-(859)314-8606
Lillian Mcdonald	8-(718)395-3652
Kathryn Thompson	0-(215)481-8274
Debra Day	3-(164)630-4712
Teresa Rogers	1-(768)180-7368
Lori Stevens	6-(901)366-9637
Wanda Gonzales	2-(603)154-5218
Mildred Boyd	2-(616)825-5461
Andrea Woods	8-(072)462-9729
Virginia Burton	6-(540)304-7667
Sharon Rose	7-(514)906-2868
Marie Gutierrez	6-(620)768-5840
Joan Nichols	3-(097)283-1299
Jessica Diaz	7-(416)810-8711
Frances Robertson	8-(480)101-6779
Ruth Jenkins	0-(144)080-2056
Nancy Martinez	5-(625)707-7386
Julie Stanley	4-(121)660-3865
Catherine Owens	8-(506)189-0039
Laura Howell	4-(364)243-7681
Karen Ross	0-(360)060-6679
Sharon Montgomery	0-(802)970-5532
Mary Meyer	5-(615)388-8789
Marilyn Bowman	1-(267)079-5347
Bonnie Weaver	3-(622)826-5179
Joyce Daniels	9-(456)678-1274
Pamela Snyder	7-(524)161-6688
Virginia Peterson	1-(357)734-3344
Melissa Foster	9-(462)287-1529
